grain,supplier_id,su_name,parent_suid,parent_su_name,address_1,city_name,state_name,postal_code,distinct_parents,distinct_suppliers,volume
PARENT,,,301858,"Dongguan Youxiang Homefurnishing CO.,Ltd",,,,,,5,166
PARENT,,,244828,AMZURI PRODUCTIONS LLC,,,,,,12,166
PARENT,,,300604,Nova Regel Inc,,,,,,1,166
PARENT,,,245035,Evanly Decor Inc,,,,,,14,165
PARENT,,,131844,"Taizhou Boxiao Network Technology Co., Ltd.",,,,,,11,165
PARENT,,,404948,"Ningbo Cloudvigor Intelligent Technology Co.,Ltd.",,,,,,8,165
PARENT,,,205866,Phantom Interiors Inc,,,,,,2,163
PARENT,,,63567,Moonlight INC.,,,,,,4,163
PARENT,,,347202,foshanshihuanlingshangmaoyouxiangongsi_1,,,,,,2,162
PARENT,,,411049,"Yangjiang Tairuiying Trading Co., Ltd.",,,,,,10,162
PARENT,,,214720,Sutherland's Luxury Pet Beds Ltd,,,,,,12,161
PARENT,,,108447,"Yuchenyijia (Anji) Furniture Co.,Ltd",,,,,,12,161
PARENT,,,369641,"Suzhou Daxient Trading Co., Ltd",,,,,,11,157
PARENT,,,326409,ANHUI MORDEN LIVING CO LTD,,,,,,9,156
PARENT,,,223158,COOKING CRAZE LLC,,,,,,4,155
PARENT,,,322688,"Kunming Zhuangzhen E-commerce Co., Ltd.",,,,,,10,155
PARENT,,,452956,minhouxianxinjichenjiajuzhizaoyouxiangongsi,,,,,,2,154
PARENT,,,283279,"Foshan Ailianwei furniture Co., LTD",,,,,,2,154
PARENT,,,272876,shanghai zhentu dianzi shangwu youxian gongsi,,,,,,14,154
PARENT,,,285711,Daggers Link Inc,,,,,,9,154
PARENT,,,254633,Wondrous Iconic Inc,,,,,,11,154
PARENT,,,207249,HBI COMMERCE LIMITED,,,,,,13,152
PARENT,,,431400,"Ningbo Zhuofan Technology Development Co., Ltd",,,,,,3,151
PARENT,,,301389,"Hangzhou Cloudyard Technology Co., Ltd.",,,,,,9,150
PARENT,,,104525,Zhengzhou A Mazhuo Wangluo Keji Youxian Gongsi,,,,,,12,150
PARENT,,,184033,Amer Thyst INC,,,,,,10,149
PARENT,,,340750,"Chengdu Yuanzheng E-commerce Co., Ltd",,,,,,11,149
PARENT,,,362622,DongGuanAnJiaJiaJuYongPinYouXianGongSi,,,,,,2,149
PARENT,,,411109,"Shaanxi Shensu Lao Electronic Technology Co., Ltd.",,,,,,11,149
PARENT,,,462565,Zeltor Quinvex Inc,,,,,,11,149
PARENT,,,363139,"Foshan Xiaoman Technology Co., Ltd.",,,,,,2,148
PARENT,,,127503,guang zhou tiao tuo dian zi shang wu you xian gong si,,,,,,4,148
PARENT,,,301787,Taroo Clocks Inc,,,,,,10,148
PARENT,,,309383,shen qi xian ren zhang you xian gong si,,,,,,2,146
PARENT,,,71757,gazepo inc,,,,,,18,146
PARENT,,,431460,zhaoqingshiyehongkejiyouxiangongsi,,,,,,6,144
PARENT,,,287964,"ART TO WALK ON, INC.",,,,,,13,143
PARENT,,,402001,GUANGZHOUQINGYANGQIMOYOUXIANGONGSI,,,,,,1,143
PARENT,,,239679,Changchun Penglin Trading CoLtd,,,,,,13,143
PARENT,,,315796,Guangzhou Jurong E-Commerce Co Ltd,,,,,,1,143
PARENT,,,225189,Vanity Stars & Sparkle Inc.,,,,,,11,143
PARENT,,,274443,VOLBAL LTD,,,,,,6,141
PARENT,,,61645,COZIO PTY LTD,,,,,,3,141
PARENT,,,285449,"Dongguan Youpeng Home Furnishings Co., Ltd.",,,,,,11,141
PARENT,,,39645,VECELO,,,,,,14,141
PARENT,,,453824,zhi jiang shi gui yin que ke ji you xian gong si,,,,,,9,140
PARENT,,,210847,linn homelife Inc,,,,,,16,139
PARENT,,,266447,OutHome Furni Inc,,,,,,11,138
PARENT,,,300719,JIBCOP LTD,,,,,,13,137
PARENT,,,123090,Shenzhen Jinchanglian keji youxian gongsi,,,,,,12,136
PARENT,,,143311,"Sunrinx (Xiamen) Sanitary Co., Ltd",,,,,,3,136
PARENT,,,304051,POPULUS TRADING INC,,,,,,1,136
PARENT,,,109086,Anji Yifeng Furniture Co Ltd,,,,,,13,136
PARENT,,,409471,"Anji Haiwei Import and Export Trading Co., Ltd",,,,,,4,136
PARENT,,,266300,Craft Home Inc,,,,,,5,135
PARENT,,,206228,Shopper Stage Inc,,,,,,12,134
PARENT,,,268391,BOXING INC,,,,,,11,134
PARENT,,,323714,"Taining Fulitai Technology Co., Ltd",,,,,,7,133
PARENT,,,464259,"Yangzhou Bote Home Trading Co., Ltd",,,,,,11,132
PARENT,,,297236,shenzhenshijunzhichuangkejiyouxiangongsi ,,,,,,9,132
PARENT,,,436831,ningyuanyingshengmaoyiyouxiangongsi,,,,,,9,131
PARENT,,,462858,changshashihongwangluokejiyouxiangongsi,,,,,,12,131
PARENT,,,312226,CHOICES TOGETHER,,,,,,10,129
PARENT,,,253069,"Shenzhen Hengtuoyuan Electronics Co., Ltd.",,,,,,14,129
PARENT,,,354749,guangzhoufengshukejiyouxiangongsi,,,,,,1,129
PARENT,,,208797,A Second Home For You,,,,,,14,128
PARENT,,,239530,GDC Global Trading Corporation LTD.,,,,,,2,128
PARENT,,,318636,shenzhenshisidayuekejiyouxiangongsi,,,,,,10,128
PARENT,,,453791,"Wuxi Fimello Trading Co., Ltd",,,,,,3,127
PARENT,,,279234,Reprise Designs Inc,,,,,,13,127
PARENT,,,67040,HOPE SHIP LLC,,,,,,11,127
PARENT,,,125997,"Shandongrushizhenchuan International Trade Co., Ltd",,,,,,15,126
PARENT,,,73810,RM Wholesale USA Inc,,,,,,11,126
PARENT,,,208375,Deelight Inc,,,,,,9,126
PARENT,,,297075,"Taining County Maidile Technology Co., Ltd",,,,,,3,126
PARENT,,,304083,SPS INTERNATIONAL GROUP INC,,,,,,1,125
PARENT,,,267364,Kiddie Furniture Inc,,,,,,14,125
PARENT,,,289998,TRIVOB LTD.,,,,,,1,124
PARENT,,,74857,WEST-LINE TRADING LTD,,,,,,3,124
PARENT,,,147595,VEELAR PRODUCTS LLC,,,,,,10,124
PARENT,,,268727,Green Crescent Inc,,,,,,10,122
PARENT,,,409388,nandishangmaojinzhoushiyouxiangongsi,,,,,,15,122
PARENT,,,351124,shenzhenjiefubeilachujuyouxiangongsi,,,,,,15,122
PARENT,,,271309,ACCOLADE FURNITURE LLC,,,,,,10,121
PARENT,,,219145,"Fu Owner, LLC",,,,,,16,121
PARENT,,,433132,DI PHONG LIMITED LIABILITY COMPANY,,,,,,20,121
PARENT,,,214339,Coastal Bathrooms & Kitchens Limited,,,,,,11,120
PARENT,,,183524,Viva Home INC,,,,,,5,120
PARENT,,,120004,"GOODLUX TRADING CO.,LTD.",,,,,,2,120
PARENT,,,283609,Velvet-Vanguard Ltd,,,,,,17,119
PARENT,,,324556,COSY FURNITURE CO. LIMITED,,,,,,10,119
PARENT,,,203686,Abrahams Table Inc.,,,,,,10,119
PARENT,,,450133,Guang Zhou Mai Bao Shang Mao You Xian Gong Si,,,,,,1,118
PARENT,,,315511,shenzhenshierlingerlingdianzishangwuyouxiangongsi,,,,,,16,118
PARENT,,,212630,"WEISHI XINGKAI WOOD INTUSDRY CO., LTD",,,,,,3,117
PARENT,,,248063,ZHEJIANG KANGLAIBAO SPORTING GOODS INC.,,,,,,10,117
PARENT,,,342901,chang sha can an zhu zhi dian zi shang wu you xian gong si,,,,,,3,117
PARENT,,,91946,shao xing you zi qi che yong pin you xian gong si,,,,,,18,117
PARENT,,,464134,guang zhou yun chuan mao yi you xian gong si,,,,,,11,116
PARENT,,,308761,VAYNE INTERNATIONAL TRADING,,,,,,2,116
PARENT,,,242765,"Hengermei Lighting Co., LTD",,,,,,13,115
PARENT,,,460942,"Fuqing Henghui Furniture Co., Ltd",,,,,,10,115
PARENT,,,337919,"Kunming Faping International Trading Co., Ltd",,,,,,11,114
PARENT,,,349420,Foshanshilanchuangzebaomaoyiyouxiangongsi,,,,,,9,113
PARENT,,,441438,Mesa Hybrid Inc,,,,,,8,113
PARENT,,,45278,Galaxy Home Furnishing Inc.,,,,,,1,112
PARENT,,,299103,Zhongshanhaoshenglai Lighting. LLC,,,,,,16,112
PARENT,,,225675,WOOD BARN USA LLC,,,,,,5,111
PARENT,,,433335,US_zhejiangruimeijinchukouyouxiangongsi,,,,,,2,111
PARENT,,,283555,OVOSMY Ltd.,,,,,,12,111
PARENT,,,64458,TOYOSUN INC,,,,,,8,110
PARENT,,,204098,Artisan Design Furniture,,,,,,10,110
PARENT,,,12210,Comfort Pointe,,,,,,2,109
PARENT,,,360294,DongGuanShiYiXuanJiaJuYongPinYouXianGongSi,,,,,,5,109
PARENT,,,218855,FLOOR BY FLOOR LTD,,,,,,8,108
PARENT,,,229920,quanzhou tuoyuxun dianzishangwu youxiangongsi,,,,,,12,108
PARENT,,,219957,Shenzhen Xingzhiyi Technology Co.Ltd,,,,,,13,108
PARENT,,,322708,anjixingqidianzishangwuyouxiangongsi,,,,,,2,107
PARENT,,,315544,shenzhenshiyibeilekuajingdianshangyouxiangongsi,,,,,,16,107
PARENT,,,326705,Changshayuejufangkuajingdianzishangwuyouxiangongsi,,,,,,12,107
PARENT,,,461674,"Ningbo Xiaowen Electronic Commerce Co., Ltd.",,,,,,11,106
PARENT,,,343150,shenzhenjinshoushikejiyouxiangongsi,,,,,,10,106
PARENT,,,295682,"Dezhou Haolong Wood Industry Co., Ltd.",,,,,,4,105
PARENT,,,245357,Mesa Home Depot Inc,,,,,,10,104
PARENT,,,76227,Pabin Inc,,,,,,6,103
PARENT,,,199601,Jiashan Tianshu Leisure Products Co Ltd,,,,,,4,102
PARENT,,,68153,"YUANING NETWORK CO.,LTD",,,,,,12,101
PARENT,,,365545,"ANJI  WANJUN   TECHNOLOGY  CO.,LTD",,,,,,7,100
PARENT,,,301993,shenzhenshijuxingjiajugongyinglianfuwuyouxiangongsi,,,,,,10,99
PARENT,,,234220,"CAN_Nantong Yasai Textile Co., LTD.",,,,,,1,99
PARENT,,,250206,CALENA TECHNOLOGY CORPORATION,,,,,,9,98
PARENT,,,222173,OUTDOOR ADVENTURE GIRLS LTD,,,,,,6,98
PARENT,,,163344,"Shandong Homechoice International Trade Co.,Ltd",,,,,,3,98
PARENT,,,312078,"Shenzhen Sailforever Technology Co., Ltd.",,,,,,3,97
PARENT,,,198009,DOMI COZY LLC,,,,,,14,97
PARENT,,,229563,Zhangzhoushi Junbaomuzhipin Youxiangongsi,,,,,,11,97
PARENT,,,437877,"HONGKONG CINEPRO TECHNOLOGY CO., LIMITED",,,,,,11,97
PARENT,,,222876,Bathin INC.,,,,,,10,96
PARENT,,,431822,"Qixian Zhenbao Trading Co., Ltd.",,,,,,3,96
PARENT,,,297130,LEJOMA CO,,,,,,7,96
PARENT,,,411660,"Meizhou Puyong Trading Co., Ltd",,,,,,10,96
PARENT,,,202210,Good Deed Furniture Inc,,,,,,10,95
PARENT,,,411761,"Xuzhou Zhonggong Network Technology Co., Ltd",,,,,,10,95
PARENT,,,149314,Weststyle LLC,,,,,,7,95
PARENT,,,268711,"GAOSHENG home art SHENZHEN CO.,Ltd",,,,,,11,94
PARENT,,,281647,Ansainey LLC,,,,,,3,94
PARENT,,,267121,Trading Saw Inc,,,,,,6,93
PARENT,,,324797,"Gucheng County Huangliandu Trading Co., Ltd.",,,,,,9,93
PARENT,,,105431,Lonloo Pati Inc,,,,,,10,92
PARENT,,,270433,INVOSH LTD,,,,,,11,92
PARENT,,,371473,"Taiyuan Tongle Yunguan Technology Co., Ltd",,,,,,12,92
PARENT,,,251581,"Huizhou Mishaou Home Furnishing Co., Ltd.",,,,,,5,91
PARENT,,,299494,Sliny Toy Trade Inc,,,,,,12,91
PARENT,,,346146,chaozhoushihaisigongyinglianyouxiangongsi,,,,,,8,90
PARENT,,,352951,shenzhenshiwenmeifushiyouxiangongsi,,,,,,9,90
PARENT,,,337236,hangzhousushijiajushejiyouxiangongsi,,,,,,11,90
PARENT,,,353202,"Quanzhou Monterey Home Furnishing Co., Ltd.",,,,,,11,89
PARENT,,,344660,weishimanshenzhenkejiyouxiangongsi,,,,,,17,89
PARENT,,,414053,ANJI DAIGAO FURNITURE CO LTD,,,,,,5,88
PARENT,,,347593,"Suzhou Chaojijia Internet Technology Co., Ltd.",,,,,,3,88
PARENT,,,237427,Cozy Living Inc,,,,,,12,88
PARENT,,,254762,"Derry Furniture Co., Ltd",,,,,,1,88
PARENT,,,253377,8FINICARE HOME HEALTH LLC,,,,,,13,87
PARENT,,,275127,SAUVENER ENTERPRISES LLC,,,,,,6,87
PARENT,,,78946,Kapok LTD.,,,,,,1,87
PARENT,,,250361,"ANJI JINLEI FURNITURE CO.,LTD",,,,,,3,85
PARENT,,,299064,UDAMET LTD,,,,,,2,85
PARENT,,,233901,"JEFFREY LEE, INC",,,,,,6,85
PARENT,,,291879,REFSIL LIMITED,,,,,,9,85
PARENT,,,156196,"Shenzhen Saitu Information Technology Co., Ltd.",,,,,,9,84
PARENT,,,341266,shenzhenshi ha te sai er maoyiyouxiangongsi,,,,,,4,83
PARENT,,,285816,RENEHA Limited,,,,,,13,83
PARENT,,,351497,Huizhou Dingxin Zhineng Jiaju Youxian Gongsi,,,,,,6,83
PARENT,,,333099,"Foshan Manting Home Furnising Technology Co., Ltd",,,,,,1,83
PARENT,,,285182,INFINITY FURNITURE INDUSTRY SDN BHD,,,,,,9,82
PARENT,,,280424,henanshuangruimaoyiyouxiangongsi,,,,,,11,82
PARENT,,,326416,"Dangtu County Weifeng Trading Co., Ltd.",,,,,,14,81
PARENT,,,316843,24 LOUISE STREET LLC,,,,,,5,81
PARENT,,,299348,shenzhenshiyizhixiongkejiyouxiangongsi,,,,,,10,80
PARENT,,,106011,YD Teck Inc,,,,,,6,80
PARENT,,,436750,LORYN LLC,,,,,,1,80
PARENT,,,357400,"Hangzhou Tusheng Network Technology Co., Ltd",,,,,,9,79
PARENT,,,451373,"LIN'S ADVENTURE, LLC",,,,,,6,78
PARENT,,,431912,"Shaanxi Tianying Yueman Trading Co., Ltd.",,,,,,4,77
PARENT,,,216149,Doule golden inc,,,,,,10,76
PARENT,,,208407,hunanhaoshengtongdianzishangwuyouxiangongsi,,,,,,6,76
PARENT,,,234575,NINGBO LEEBAO IMPORT AND EXPORT COMPANY LIMITED,,,,,,2,76
PARENT,,,283154,BERETIX CO,,,,,,8,75
PARENT,,,92612,"SHENZHEN LAWRENCE ELECTRONIC MATERIALS CO., LTD..",,,,,,8,75
PARENT,,,211348,"Foshan Zhi Bai Home Co.,LTD",,,,,,15,75
PARENT,,,330712,WF-Gangyan,,,,,,9,74
PARENT,,,272103,LIGHTING PROS LLC,,,,,,2,74
PARENT,,,211640,Sol Home LLC,,,,,,1,74
PARENT,,,65417,AquaView Inc,,,,,,15,74
PARENT,,,371674,"Shaanxi Flattery Trading Co., Ltd",,,,,,3,73
PARENT,,,214650,Four Lamps Limited,,,,,,2,73
PARENT,,,178347,Manman sky inc,,,,,,11,73
PARENT,,,460821,"Yangjiang Zhicheng E-Commerce Co., Ltd",,,,,,11,73
PARENT,,,63741,BNK BATHROOM  KITCHEN,,,,,,9,72
PARENT,,,240047,"SHIZUKA, LLC",,,,,,2,72
PARENT,,,255210,Harmony Edge Inc,,,,,,11,72
PARENT,,,67639,MIRROR FLY LLC,,,,,,4,72
PARENT,,,220944,Paula's Gourmet Table Corp.,,,,,,2,72
PARENT,,,91595,Hongkong Keynat Home Furnishing Limited,,,,,,12,71
PARENT,,,174085,"Foshan Wenhua Electronic Commerce Co., Ltd.",,,,,,7,71
PARENT,,,80805,"ANJI XINXIANG Science and Technology CO., Ltd.",,,,,,1,70
PARENT,,,322687,"Xiangyang Chaolei Trading Co., Ltd.",,,,,,17,70
PARENT,,,287012,GAINESVILLE DISCOUNT FURNITURE INC.,,,,,,15,70
PARENT,,,405908,"Shenzhen Juanbao Network Technology Co., Ltd.",,,,,,4,69
PARENT,,,403821,"Changzhou Jingrui Home Technology Co., Ltd.",,,,,,13,69
PARENT,,,434884,"Anji Xingzhou Furniture Co., Ltd.",,,,,,7,69
PARENT,,,404861,shenzhenshizhanghongkejiyouxiangongsi,,,,,,13,68
PARENT,,,81187,Sunny House Inc.,,,,,,13,68
PARENT,,,214344,Floors With More Ltd,,,,,,4,68
PARENT,,,59502,Dilon Inc,,,,,,5,68
PARENT,,,224654,weifangshijinyekuajingdianzishangwuyouxiangongsi,,,,,,1,67
PARENT,,,213190,Seaside Eastbourne Ltd,,,,,,12,67
PARENT,,,274680,CANVASHIVE LLC,,,,,,14,66
PARENT,,,347102,LuAnJiJiWangLuoKeJiYouXianGongSi,,,,,,10,66
PARENT,,,302031,Innovations Spaces Inc,,,,,,5,66
PARENT,,,341261,JIUJIANGSHI HUASHAO DIANZI SHANGWU YOUXIAN GONGSI,,,,,,11,66
PARENT,,,364757,Maison Eclat House Of Brilliance,,,,,,8,66
PARENT,,,399423,fo shan shi ai bi ni jia ju you xian gong si,,,,,,9,65
PARENT,,,404748,shenzhenshihaifanshiyeyouxiangongsi,,,,,,8,65
PARENT,,,126573,"Zhejiang Fuma Network Technology Co.,Ltd",,,,,,13,65
PARENT,,,281611,"Yangzhou Yiran Network Technology Co., Ltd",,,,,,4,65
PARENT,,,359060,Collective Creativity Iimited,,,,,,3,65
PARENT,,,439917,SHENZHENSHIQIMAIDIANZISHANGWUYOUXIANGONGSI,,,,,,1,64
PARENT,,,399511,shanxixuechuyangbinshangmaoyouxiangongsi,,,,,,2,64
PARENT,,,55835,Haukkie Inc.,,,,,,2,63
PARENT,,,326864,(US)ZYMINTERET TRADING LIMITED,,,,,,6,63
PARENT,,,304293,Sanctuary Vogue Ltd,,,,,,2,63
PARENT,,,435184,WOW PIONEER C-Corp,,,,,,3,63
PARENT,,,304036,"FURNITURE FACTORY OUTLET, LLC",,,,,,12,63
PARENT,,,487649,shenzhenshizhuoruideshumakejiyouxiangongsi,,,,,,2,61
PARENT,,,271331,"Fameglobal (Shenzhen) Cross-border Supply Chain Management Co., Ltd.",,,,,,7,61
PARENT,,,269315,Siscar Lands Inc,,,,,,12,59
PARENT,,,337940,shenzhenshijinxundadianzishangwuyouxiangongsi,,,,,,6,59
PARENT,,,295783,"Lin Hai Guanghe Craft Co., Ltd.",,,,,,4,59
PARENT,,,70424,"Shenzhen Yalei Trade Co.,Ltd",,,,,,13,59
PARENT,,,234041,huizhoushihuijushengkejiyouxiangongsi,,,,,,2,59
PARENT,,,71846,"Shenzhenshi Ruiran shiye Co.,Ltd",,,,,,2,59
PARENT,,,79918,SEANNAL INC,,,,,,2,59
PARENT,,,271047,Chateaux Ciao Inc,,,,,,14,58
PARENT,,,173407,foshanshimeidunjiesiweiyuyouxiangongsi,,,,,,5,58
PARENT,,,370502,suzhoukunshanshiyizemaoyiyouxiangongsi,,,,,,5,58
PARENT,,,283014,Dwell-Divine Ltd,,,,,,10,58
PARENT,,,302176,"Shenzhen Xinmaoda Electronics Co.,Ltd",,,,,,3,57
PARENT,,,289992,zhongshanshihuabangdengshizhaomingyouxiangongsi,,,,,,2,56
PARENT,,,337299,"Guangzhou Jiangyao Trading Co., Ltd.",,,,,,3,56
