supplier_type,supplier_id,su_name,sto,own_state,assigned_hub,total_vol,direct_vol,pct_direct,ifr_direct,ifr_local,ifr_lift,del_direct,del_local,del_lift,avg_gain_direct
nonconstrained,20747,Butler IL 60617,Casegoods,IL,BEDFORD PARK,4677,382,0.08167628821894377,0.986910994764398,0.977851083883129,0.009059910881269007,0.9738219895287958,0.9276625824693672,0.04615940705942867,0.9098770846850319
nonconstrained,127616,Shenzhen Zhichen Trading Co. LTD. NJ 08060,APS K&D,NJ,WOODBRIDGE LOCAL,10181,378,0.037127983498674,0.9576719576719576,0.9316194289326726,0.026052528739284986,0.9047619047619051,0.910652196818037,-0.005890292056131896,0.885399385732185
nonconstrained,79571,Kibi NJ,APS Home Improvement,NJ,SECAUCUS,4651,376,0.08084282949903247,0.9946808510638298,0.9887085391672534,0.005972311896576321,0.9547872340425525,0.944954128440366,0.009833105602186532,0.9189166435072851
nonconstrained,30210,GSI Home Styles,Decor,GA,BRASELTON,2538,375,0.14775413711583923,0.992,0.920448999511957,0.07155100048804297,0.8853333333333335,0.8540751586139573,0.0312581747193762,0.9001668005398589
nonconstrained,15299,Mohawk Home GA 30701 Marine,Rugs,GA,EAST CHATTANOOGA,4090,374,0.09144254278728606,0.5320855614973267,0.9464384318056305,-0.4143528703083038,0.5133689839572195,0.8713418001104355,-0.35797281615321597,0.8962988852116233
nonconstrained,17195,JLA Home CA 95776,Soft Home,CA,ROSEVILLE,8091,371,0.04585341737733284,0.9784366576819412,0.9420499342969785,0.03638672338496274,0.9110512129380057,0.8830486202365304,0.028002592701475315,0.9131749690017319
nonconstrained,403161,"Zhengzhou Huanerxian Network Technology Co., Ltd NJ 08016",APS Housewares & More,NJ,ROBBINSVILLE,3981,371,0.09319266515950766,1.0,0.985391005442567,0.01460899455743303,0.9245283018867926,0.9126324835290744,0.011895818357718135,0.8859348064022735
nonconstrained,71432,Storkcraft USA TX 75134,Youth Furniture & Decor,TX,DALLAS LOCAL,7053,370,0.05245994612221749,0.7675675675675673,0.8704422032583398,-0.10287463569077249,0.7891891891891887,0.8693560899922426,-0.08016690080305389,0.914717755740246
nonconstrained,357522,Hudson and Canal SC 29360,Casegoods,SC,SPARTANBURG,1954,369,0.18884339815762538,0.6829268292682928,0.7197539302802464,-0.03682710101195352,0.7154471544715446,0.7805878332194126,-0.065140678747868,0.8628398497105916
nonconstrained,216252,Home City Inc. TX 77029,Soft Home,TX,BAYTOWN,3160,368,0.11645569620253164,0.7282608695652172,0.8754406580493559,-0.1471797884841387,0.7336956521739133,0.857814336075207,-0.12411868390129366,0.9171809888242775
nonconstrained,26798,EcoFlex Furniture NC,Youth Furniture & Decor,NC,GREENSBORO LOCAL,3503,367,0.10476734227804739,0.8692098092643054,0.9505080301540492,-0.08129822088974381,0.866485013623978,0.9187151753523437,-0.0522301617283657,0.8783372401654177
nonconstrained,277441,Home Weavers Inc. NJ 08854,Soft Home,NJ,WOODBRIDGE LOCAL,3457,367,0.1061614116285797,0.888283378746594,0.899866488651535,-0.011583109904940936,0.8882833787465942,0.8798397863818428,0.008443592364751451,0.9138313955744608
nonconstrained,24522,Savoy House Lighting GA,Lighting,GA,NORCROSS,4522,366,0.08093763821318001,0.9535519125683057,0.9811181951937216,-0.027566282625415828,0.9289617486338794,0.9180971064247174,0.010864642209161945,0.9008865379937265
nonconstrained,56895,Walker Edison OH 43207,Casegoods,OH,COLUMBUS LOCAL,3996,366,0.0915915915915916,0.9071038251366121,0.9242211619421822,-0.017117336805570038,0.8825136612021858,0.8658433904013471,0.016670270800838716,0.8942623442565071
nonconstrained,36675,LLYTech Inc. TX 77041,APS SEA,TX,NORTH HOUSTON,4354,365,0.08383096003674782,0.9753424657534248,0.9317523056653476,0.043590160088077146,0.917808219178082,0.8774703557312249,0.04033786344685708,0.912194123560919
nonconstrained,369971,Lucky Flower Inc. NC 27262,APS Decor,NC,GREENSBORO LOCAL,2701,361,0.13365420214735282,0.9141274238227144,0.900513778608127,0.013613645214587411,0.9058171745152355,0.8963101354507229,0.009507039064512557,0.8769472534051673
nonconstrained,23133,Gatco CA,Plumbing,CA,SAN LEANDRO,2343,359,0.15322236448997012,0.9972144846796659,0.978612415232134,0.018602069447531844,0.8746518105849577,0.81377151799687,0.06088029258808769,0.9492093196615508
nonconstrained,33445,Kraus NJ08075,Plumbing,NJ,CAMDEN,4316,356,0.082483781278962,0.9550561797752811,0.878061627600738,0.0769945521745431,0.9269662921348308,0.869107189886753,0.05785910224807789,0.9262956577767647
nonconstrained,234951,Booth & Williams GA,Decor,GA,BRASELTON,2420,354,0.14628099173553719,0.8192090395480222,0.9541147132169572,-0.13490567366893502,0.7881355932203391,0.8538653366583543,-0.06572974343801519,0.9258615390611211
nonconstrained,28798,"Peking Handicraft, INC CA",Soft Home,CA,SAN FRANCISCO,2982,352,0.11804158283031523,0.9573863636363631,0.9742981415579282,-0.016911777921565063,0.9034090909090908,0.8825622775800702,0.020846813329020608,0.9496228628247544
nonconstrained,202120,Urbandi Manufactoring Inc BO 45246,Decor,OH,CINCINNATI,2470,348,0.1408906882591093,0.8419540229885056,0.5549076773566568,0.28704634563184883,0.8362068965517239,0.6637512147716228,0.17245568178010107,0.9046311861119104
nonconstrained,12203,Bungalow Flooring LLC GA 30721,Decor,GA,EAST CHATTANOOGA,3209,347,0.10813337488314116,0.959654178674352,0.8999081726354466,0.05974600603890534,0.876080691642651,0.7497704315886137,0.12631026005403734,0.9089014371378652
nonconstrained,18608,EMG WI 54304,Kitchen & Small Electrics,WI,GREEN BAY,3981,347,0.08716402913840743,0.8731988472622472,0.9777456647398839,-0.10454681747763672,0.8559077809798272,0.8924855491329478,-0.03657776815312053,0.8847797656397769
nonconstrained,104910,Simpli Home Ltd. WA 98424,Casegoods,WA,TACOMA,2544,347,0.1363993710691824,0.9682997118155617,0.9843823946994797,-0.01608268288391801,0.8962536023054755,0.8973024136299109,-0.0010488113244354613,0.9575078800967426
nonconstrained,25948,Napa Home and Garden VA 23606 Chapman,Decor,VA,NEWPORT NEWS,4598,340,0.07394519356241844,0.9941176470588233,0.9299287410926362,0.0641889059661871,0.9823529411764705,0.8750593824228033,0.1072935587536672,0.9097006957977728
nonconstrained,63102,Kenney Manufacturing Company RI 02886,Soft Home,RI,PROVIDENCE,5175,336,0.06492753623188406,0.9196428571428575,0.9728192161820459,-0.05317635903918838,0.8690476190476185,0.9011799410029493,-0.03213232195533078,0.8509340567654927
nonconstrained,227271,ShenzhenXinheTradeLim NJ08057,APS,NJ,CAMDEN,7051,330,0.046801872074883,0.9939393939393938,0.9542274939172746,0.03971190002211922,0.9454545454545454,0.9434306569343066,0.0020238885202388257,0.8832808336501207
nonconstrained,325712,Global Outdoors Group Inc. GA 30024 ,Grills,GA,BRASELTON,2380,329,0.13823529411764707,0.7629179331306992,0.9629430719656301,-0.2000251388349309,0.7689969604863217,0.9017185821697111,-0.1327216216833894,0.8736339026946387
nonconstrained,26803,Safavieh NJ 08822,Rugs,NJ,ROBBINSVILLE,10799,329,0.030465783868876748,0.9513677811550153,0.7322523235119646,0.21911545764305074,0.9148936170212769,0.8916353569309879,0.023258260090288974,0.8905144635725214
nonconstrained,471839,wuhanminganxinnuodianzishangwuyouxiangongsi NJ 08873,APS Decor,NJ,WOODBRIDGE LOCAL,1559,329,0.21103271327774215,0.9969604863221886,0.8516597510373446,0.145300735284844,0.9513677811550155,0.7251037344398343,0.2262640467151812,0.8838047321065147
nonconstrained,22652,JA Henckels NY,Kitchen & Small Electrics,NY,ELMSFORD,4278,324,0.07573632538569425,0.8950617283950613,0.9093291404612174,-0.014267412066156115,0.9475308641975309,0.8789308176100631,0.06860004658746777,0.912172096621007
nonconstrained,64610,"A&B Home Group, Inc CA 95776",Decor,CA,ROSEVILLE,4312,323,0.07490723562152134,0.9535603715170278,0.9565985364622765,-0.003038164945248778,0.9690402476780189,0.9205147615442845,0.04852548613373442,0.9445495933013184
nonconstrained,210467,BelwithProductsLLC MI,Hardware,MI,GRAND RAPIDS,6555,322,0.04912280701754386,0.9440993788819875,0.9684430848494605,-0.02434370596747304,0.8913043478260869,0.9238447914989526,-0.03254044367286568,0.9106131072271924
nonconstrained,205437,NMZZ NJ 08505,APS Mattresses,NJ,ROBBINSVILLE,3702,322,0.08698001080497028,0.9596273291925463,0.9769108280254793,-0.01728349883293301,0.8198757763975159,0.931528662420383,-0.11165288602286716,0.8903712120985541
nonconstrained,41392,Storkcraft USA OH 43213,Youth Furniture & Decor,OH,EAST COLUMBUS,5297,322,0.06078912592033226,0.860248447204969,0.8389497622493282,0.0212986849556408,0.8478260869565217,0.8528013231341742,-0.004975236177652498,0.8492580288376316
nonconstrained,15150,Art Remedy LLC FL 33009,Decor,FL,FORT LAUDERDALE,4631,321,0.06931548261714532,1.0,0.9933853059296004,0.006614694070399607,0.8504672897196259,0.80203165603591,0.04843563368371595,0.892207597695181
nonconstrained,40090,Loloi Rugs TX 75244 (2),Rugs,TX,IRVING,5414,319,0.058921315108976725,0.6551724137931031,0.6937240150465244,-0.038551601253421275,0.6739811912225707,0.7473767570778065,-0.07339556585523577,0.9198309308010822
nonconstrained,25710,Global Views TX 75247,PG Decor,TX,WEST DALLAS,3069,317,0.1032909742587162,0.9589905362776029,0.9502395871728716,0.008750949104731287,0.9400630914826493,0.9178031699225945,0.02225992156005485,0.9135849229458612
nonconstrained,41278,Roundhill Furniture OH,Casegoods,OH,COLUMBUS LOCAL,3827,316,0.08257120459890253,0.7246835443037979,0.9029182317249341,-0.17823468742113624,0.7848101265822783,0.8708465761340662,-0.08603644955178791,0.8895562548373063
nonconstrained,44942,Chicago Stool & Chair Inc. IL,Casegoods,IL,EAST CAROL STREAM,3094,314,0.10148674854557208,0.9968152866242039,0.9963072378138846,0.0005080488103192948,0.9458598726114652,0.9242983751846385,0.02156149742682667,0.8991516715936905
nonconstrained,26612,Hinkley Lighting OH,Lighting,OH,CLEVELAND,4427,313,0.07070250734131465,0.5239616613418528,0.7690615835777119,-0.24509992223585908,0.7252396166134182,0.8721896383186714,-0.14695002170525318,0.886209353774647
nonconstrained,35256,Greendale Home Fashions OH 45238,Outdoor Furniture,OH,N.  KENTUCKY LOCAL,4494,313,0.06964842011570983,0.9840255591054313,0.9872718539865514,-0.0032462948811200487,0.9616613418530352,0.9579731027857834,0.0036882390672517973,0.8538660179852654
nonconstrained,30140,WamBam Fence CO. NC28216,Outdoor Structures,NC,CONCORD,3153,308,0.0976847446875991,1.0,0.9985475671750174,0.0014524328249826413,0.9480519480519477,0.9400871459694995,0.007964802082448208,0.8452059646413252
nonconstrained,61747,Lava Garden Inc. TX 75407,Soft Home,TX,MESQUITE,4489,308,0.06861216306527067,0.9285714285714285,0.8433880308880329,0.08518339768339556,0.8766233766233763,0.7550675675675668,0.12155580905580954,0.9142701018709791
nonconstrained,327976,SHEN JUN TRADING LIMITED NJ 08810,APS,NJ,PRINCETON,4105,305,0.07429963459196103,0.8524590163934426,0.8900264200792598,-0.037567403685817236,0.8131147540983609,0.8718626155878471,-0.058747861489486186,0.8911805856834636
nonconstrained,60020,Wallquest Inc PA 19087,Decor,PA,KING OF PRUSSIA,4805,300,0.062434963579604576,0.9599999999999999,0.9756696428571434,-0.015669642857143562,0.8866666666666666,0.8986607142857148,-0.01199404761904821,0.8916885947186779
nonconstrained,270796,CANGSHENG SG-ABE1,APS Housewares & More,PA,LEHIGH VALLEY LOCAL,5529,298,0.053897630674624705,1.0,0.9951728132844166,0.004827186715583354,0.9328859060402686,0.9455493338482319,-0.012663427807963368,0.8956483374971451
nonconstrained,27662,Hi-Line Gift LTD NY 14150,Decor,NY,BUFFALO,5779,297,0.05139297456307319,0.9966329966329968,0.9342370397508728,0.06239595688212396,0.9898989898989901,0.9274592416193452,0.062439748279644824,0.8829771615993515
nonconstrained,324795,Shenzhen Like Keji Youxiangongsi PA 18064,APS Bedroom,PA,LEHIGH VALLEY LOCAL,5757,294,0.05106826472120896,0.8095238095238098,0.9097978227060646,-0.10027401318225482,0.8639455782312923,0.9117418351477438,-0.04779625691645151,0.8116237683035197
nonconstrained,280962,"CHITA (HK) IMPORT & EXPORT CO., LIMIT NJ 08016(2)",APS,NJ,ROBBINSVILLE,5146,294,0.0571317528177225,0.9727891156462589,0.9289980092899798,0.04379110635627914,0.9455782312925164,0.8995797389957974,0.04599849229671904,0.8838267224488677
nonconstrained,301409,shenzhenshiyishuodianzishangwuyouxiangongsi NC 28023,Wayfair,NC,CONCORD,3695,286,0.0774018944519621,1.0,0.9160516605166065,0.08394833948339353,0.9020979020979024,0.8769987699877007,0.02509913211020176,0.8590171375348703
nonconstrained,437222,"Nanjing Selenium District Gai Technology Co., Ltd NJ 07008",APS Home Improvement,NJ,SOUTH CARTERET,2264,284,0.1254416961130742,0.9788732394366196,0.9271970878835157,0.0516761515531039,0.9084507042253519,0.9017160686427472,0.0067346355826046755,0.913535358784046
nonconstrained,197381,Goodlife Wholesale LLC AZ 85009,Casegoods,AZ,PHOENIX LOCAL,2375,284,0.11957894736842105,0.9894366197183101,0.99008428358949,-0.000647663871179871,0.9542253521126762,0.9454635597421925,0.00876179237048369,0.9459010557626962
nonconstrained,430228,Onix Electronics LLC_1 FL 33020,Outdoor Furniture,FL,FORT LAUDERDALE,3238,283,0.08739962940086474,0.9964664310954067,0.9886324491904932,0.007833981904913467,0.8798586572438161,0.8925249741646558,-0.012666316920839749,0.9135442412770721
nonconstrained,38619,Nourison NV 89115,Rugs,NV,NORTH LAS VEGAS RSF,2832,283,0.09992937853107345,0.9964664310954066,0.988075657894737,0.00839077320066961,0.8798586572438162,0.8898026315789471,-0.009943974335130945,0.8920117823775612
nonconstrained,72184,"Tramontina USA, Inc. TX",Kitchen & Small Electrics,TX,SUGAR LAND,2230,281,0.12600896860986546,0.9786476868327405,0.9771033013844508,0.0015443854482897201,0.9359430604982203,0.9254526091586791,0.010490451339541185,0.9339640160075328
nonconstrained,85049,Samtons Lighting TX 77489,APS Home Improvement,TX,SUGAR LAND,711,280,0.39381153305203936,1.0,0.7680722891566261,0.23192771084337394,0.9178571428571425,0.7560240963855421,0.16183304647160035,0.9129611836838484
nonconstrained,31550,Prestige Pet Products AZ,Pet,AZ,PHOENIX LOCAL,2257,280,0.12405848471422241,0.9821428571428578,0.925576519916142,0.05656633722671578,0.8964285714285711,0.8333333333333323,0.06309523809523887,0.9462545651316742
nonconstrained,81506,Kozyard NJ08854,Outdoor Structures,NJ,WOODBRIDGE LOCAL,2684,278,0.10357675111773472,0.7733812949640285,0.8658428949691092,-0.09246160000508064,0.8381294964028776,0.9015887025595771,-0.06345920615669953,0.8844304689721925
nonconstrained,139182,Nathan James NV 89434,Casegoods,NV,RENO,1616,276,0.1707920792079208,0.6340579710144927,0.8984848484848484,-0.26442687747035576,0.8550724637681153,0.8636363636363631,-0.008563899868247793,0.945976922128916
nonconstrained,25920,PASB NJ,Soft Home,NJ,PRINCETON,4332,276,0.06371191135734072,0.9565217391304345,0.899610894941635,0.056910844188799437,0.8659420289855075,0.8713359273670555,-0.0053938983815479125,0.9118245903773592
nonconstrained,74224,VECELO NJ 08007,APS Bedroom,NJ,CAMDEN,5345,275,0.05144995322731525,0.8909090909090908,0.8333683546963653,0.057540736212725485,0.9018181818181814,0.8726623240176521,0.029155857800529317,0.8769122886571511
nonconstrained,38747,Hunter Fan MS,Lighting,MS,OLIVE BRANCH LOCAL,2555,272,0.10645792563600782,0.8823529411764707,0.8969860548807923,-0.014633113704321632,0.8602941176470588,0.8371569950517322,0.02313712259532652,0.8969348933518664
nonconstrained,442491,"Hangzhou Yugu Trading Co., Ltd IL 60191",APS Home Improvement,IL,CAROL STREAM,3089,272,0.08805438653285853,0.9889705882352942,0.9191148416634876,0.0698557465718066,0.7169117647058826,0.8016024418161009,-0.08469067711021827,0.8891338391899782
nonconstrained,117556,WW Sheets MI 49091,Soft Home,MI,KALAMAZOO,8914,271,0.030401615436392193,1.0,0.999073859689743,0.000926140310256951,0.9261992619926199,0.9041444778884002,0.022054784104219682,0.9075603163546695
nonconstrained,107319,Soluwa LLC GA 30043,APS Outdoor,GA,BRASELTON,1617,270,0.16697588126159554,1.0,0.995874587458746,0.004125412541253981,0.8666666666666666,0.8424092409240926,0.024257425742573946,0.8724599285177437
nonconstrained,32024,Umbra NY14212,Decor,NY,BUFFALO,5905,268,0.045385266723116005,0.9179104477611938,0.9727515583259122,-0.05484111056471841,0.8768656716417913,0.9364203027604627,-0.05955463111867143,0.9132205046328182
nonconstrained,287669,Americanflat Corp NJ 08837,Decor,NJ,WOODBRIDGE LOCAL,1813,268,0.14782129067843353,0.8731343283582087,0.9496096522356271,-0.0764753238774184,0.6156716417910449,0.789212207239178,-0.173540565448133,0.888513369312264
nonconstrained,9695,Westinghouse Lighting PA19154,Lighting,PA,PHILADELPHIA,2623,268,0.10217308425467023,0.9664179104477613,0.9719667104686811,-0.005548800020919842,0.8320895522388062,0.8707840560665803,-0.03869450382777406,0.9040755519009017
nonconstrained,28676,Southshore Industries NAS,Casegoods,TN,EAST NASHVILLE,619,267,0.43134087237479807,0.7415730337078656,0.748407643312102,-0.006834609604236319,0.7116104868913862,0.7038216560509556,0.007788830840430583,0.9085532383933841
nonconstrained,246100,Noori Rug NJ 08902,Rugs,NJ,EAST BRUNSWICK,3286,267,0.08125380401704199,1.0,0.9979757085020248,0.002024291497975228,0.9026217228464424,0.8748313090418365,0.027790413804605896,0.9131723674564822
nonconstrained,248396,Beverly Rug Inc. TX 77494,Rugs,TX,HOUSTON LOCAL,3294,266,0.08075288403157256,0.9812030075187973,0.9777702930279566,0.003432714490840705,0.8533834586466164,0.8848097002357683,-0.03142624158915197,0.9189132888700978
nonconstrained,163113,LumiSource IL 60490,Casegoods,IL,SOUTH CHICAGO,3543,264,0.07451312447078746,0.9848484848484851,0.9303959131545336,0.05445257169395146,0.9545454545454544,0.8694125159642402,0.08513293858121418,0.9032223095452765
nonconstrained,63341,Indo Count Industries NC 28078(2),Soft Home,NC,CONCORD,3045,263,0.08637110016420362,0.8973384030418247,0.957937088514996,-0.060598685473171376,0.9049429657794681,0.9074615947329929,-0.0025186289535248374,0.8710860989486952
nonconstrained,36805,Martin Svensson Home CA 90058,Casegoods,CA,LOS ANGELES,2492,263,0.10553772070626004,0.9847908745247148,0.985869053226566,-0.001078178701851229,0.8669201520912547,0.8789448893075831,-0.012024737216328352,0.9470294880143897
nonconstrained,70572,Yaheetech IL 60106,APS AEOF,IL,CAROL STREAM,9146,263,0.028755740214301335,0.9619771863117869,0.982951205173428,-0.020974018861641186,0.9049429657794676,0.9037037037037037,0.0012392620757639694,0.8490499148869457
nonconstrained,245985,BulbriteIndustries SC 29486,Lighting,SC,CHARLESTON,1896,263,0.13871308016877637,0.9049429657794674,0.9489414694894149,-0.04399850370994751,0.8060836501901137,0.8511830635118297,-0.045099413321715964,0.8887697467886896
nonconstrained,8838,Lifetime Brands Inc. NJ 08691,Tabletop,NJ,ROBBINSVILLE,3777,262,0.06936722266348955,0.8740458015267178,0.8491991538229077,0.024846647703810176,0.8396946564885495,0.837110909640375,0.0025837468481744175,0.9034759152074209
nonconstrained,360302,"Shenzhen Lingang Technology Co., LTD PA 18064",APS Rugs,PA,LEHIGH VALLEY LOCAL,3420,261,0.07631578947368421,0.9808429118773948,0.9892402999673946,-0.008397388089999791,0.9540229885057473,0.9452233452885559,0.0087996432171914,0.8834670284661849
nonconstrained,329886,Roma Moulding_WPN GA 30096,Decor,GA,NORCROSS,2626,261,0.09939070830159939,0.7739463601532567,0.433493240296555,0.3404531198567017,0.789272030651341,0.5447012647187088,0.24457076593263216,0.8414812719458841
nonconstrained,22876,Adesso GA 30043,Lighting,GA,BRASELTON,3427,261,0.07615990662386928,0.9578544061302687,0.9656781072975676,-0.007823701167298913,0.9042145593869729,0.9140286571142956,-0.009814097727322668,0.9113685657703937
nonconstrained,406728,Southern Enterprises Inc (SEI) IL 60435,Casegoods,IL,SOUTH CHICAGO,4675,260,0.05561497326203209,0.9846153846153847,0.9467513434294074,0.037864041185977304,0.9000000000000005,0.8739618954567675,0.026038104543232965,0.8680838114332327
nonconstrained,374240,AMEZIEL INC NJ 08505,APS AEOF,NJ,ROBBINSVILLE,8308,258,0.031054405392392875,0.9922480620155039,0.9193485342019552,0.07289952781354869,0.6937984496124033,0.7381107491856672,-0.04431229957326388,0.8781166398949903
nonconstrained,25937,Howard Elliott Collection IL 60101,Decor,IL,CAROL STREAM,1928,258,0.1338174273858921,0.8798449612403103,0.872314303253531,0.007530657986779321,0.8565891472868218,0.8090853284223442,0.04750381886447763,0.8984416744415517
nonconstrained,30532,Kinfine USA Inc NJ08902,Casegoods,NJ,EAST BRUNSWICK,3474,255,0.07340241796200346,0.5019607843137255,0.7967119822952893,-0.2947511979815638,0.6392156862745098,0.8517230477394884,-0.21250736146497862,0.8820943842922635
nonconstrained,51665,Tigris GA 30122,Plumbing,GA,AUSTELL,7829,255,0.03257120960531358,0.9176470588235293,0.9620382537596727,-0.04439119493614341,0.8745098039215681,0.8866987881442535,-0.01218898422268544,0.8691513664748877
nonconstrained,401646,NEO CHAIR INC GA 30567,Casegoods,GA,BRASELTON,4861,253,0.05204690392923267,0.9841897233201582,0.9962573099415208,-0.012067586621362647,0.9367588932806323,0.9312280701754388,0.005530823105193483,0.8834098154229044
nonconstrained,23905,Palace Imports Inc.,Casegoods,NJ,SOUTH CARTERET,3288,253,0.07694647201946472,0.8616600790513831,0.9784511784511772,-0.11679109939979415,0.9130434782608697,0.9265993265993258,-0.013555848338456022,0.9238533486321306
nonconstrained,143006,Trade-Linker NJ,Soft Home,NJ,WOODBRIDGE LOCAL,2516,252,0.10015898251192369,0.8571428571428574,0.9191011235955068,-0.061958266452649347,0.9126984126984127,0.8741573033707875,0.03854110932762522,0.91945558535447
nonconstrained,101679,HANGZHOU HOME TX 76118,APS,TX,ARLINGTON,6626,252,0.038031995170540296,1.0,0.9817121236008185,0.018287876399181502,0.8888888888888885,0.8658363550370486,0.023052533851839918,0.924135269799429
nonconstrained,197713,Madeleine Home PA 18091,Casegoods,PA,LEHIGH VALLEY LOCAL,3341,252,0.07542651900628554,0.9920634920634919,0.9825886990801576,0.009474792983334313,0.9365079365079364,0.9385676741130103,-0.0020597376050739413,0.9259053776735056
nonconstrained,34687,Tatara Group NJ07065,Storage & Org - Frequency,NJ,LINDEN,2252,250,0.11101243339253997,0.8680000000000001,0.9401444788441676,-0.07214447884416753,0.8480000000000001,0.8978328173374608,-0.0498328173374607,0.9186278398332299
nonconstrained,59499,The Distribution Point NV 89115,Plumbing,NV,NORTH LAS VEGAS RSF,3243,249,0.07678075855689177,0.5662650602409638,0.5439016057396651,0.02236345450129873,0.7429718875502012,0.8486504953877683,-0.1056786078375671,0.9012974786432655
nonconstrained,28380,Megagoods,Tabletop,CA,BURBANK,3207,247,0.07701902089179918,0.987854251012146,0.9390742001361484,0.04878005087599757,0.8259109311740886,0.8771272974812795,-0.05121636630719084,0.9555063972902352
nonconstrained,316658,NingBo KaiMeiChen DianZiShangWu YouXian NJ 08822,APS Home Improvement,NJ,ROBBINSVILLE,4563,247,0.05413105413105413,0.8178137651821861,0.8799058084772381,-0.062092043295052024,0.7935222672064777,0.8697017268445841,-0.07617945963810646,0.8740897381414326
nonconstrained,301513,Avanti Linens NJ,Storage & Org - Frequency,NJ,MOONACHIE,4862,246,0.05059646236116824,0.8252032520325202,0.8635571054925891,-0.03835385346006892,0.853658536585366,0.8265039232781156,0.02715461330725033,0.9331296982581818
nonconstrained,80307,GA-NUU GARDEN CORPORATION GA 30071,APS Outdoor,GA,NORCROSS,2121,245,0.11551155115511551,0.8979591836734694,0.9502341920374702,-0.052275008364000786,0.8734693877551015,0.9151053864168619,-0.041635998661760376,0.878766537680398
nonconstrained,30961,Future Foam NC27263,Mattress,NC,ELON,2248,245,0.10898576512455516,0.893877551020408,0.9729448491155063,-0.07906729809509827,0.8530612244897957,0.8870967741935485,-0.03403554970375278,0.8812931133909401
nonconstrained,35362,Designs Direct LLC NC28792,Soft Home,NC,FLETCHER,5768,244,0.04230235783633842,0.9795081967213115,0.9329312865497096,0.046576910171601926,0.8975409836065572,0.8664108187134482,0.031130164893109047,0.8587669661141661
nonconstrained,79055,Costway NJ 08505,APS Outdoor,NJ,ROBBINSVILLE,7107,244,0.03433234838891234,0.9754098360655736,0.9698786153154489,0.005531220750124688,0.9262295081967215,0.9363105050202306,-0.010080996823509158,0.8669333616215938
nonconstrained,12729,Garland Sales Inc,Soft Home,GA,EAST CHATTANOOGA,2268,243,0.10714285714285714,0.8930041152263375,0.9622926093514323,-0.06928849412509486,0.8189300411522635,0.9059829059829072,-0.08705286483064367,0.8886507721341815
nonconstrained,64927,HIDBEA LLC NY 11101,APS Youth,NY,MASPETH,2141,242,0.11303129378794956,0.8223140495867766,0.8476964769647694,-0.02538242737799279,0.7727272727272723,0.804336043360434,-0.0316087706331617,0.9303948519355504
nonconstrained,313953,LUBBIT INC NJ 08016,Casegoods,NJ,ROBBINSVILLE,3830,239,0.062402088772845955,0.9958158995815902,0.9969949916527551,-0.0011790920711648445,0.7656903765690375,0.8767946577629395,-0.11110428119390203,0.8927343326462777
nonconstrained,71949,Better Trends NJ,Soft Home,NJ,WOODBRIDGE LOCAL,2783,238,0.0855192238591448,0.9537815126050422,0.990748189863235,-0.036966677258192804,0.8655462184873943,0.920353982300885,-0.05480776381349073,0.918835388793574
nonconstrained,206123,ruianshiqitengjiejuyouxiangongsi NJ 08831,Plumbing,NJ,PRINCETON,836,237,0.2834928229665072,0.810126582278481,0.8873873873873882,-0.0772608051089072,0.8185654008438815,0.8963963963963967,-0.07783099555251516,0.9136778525944462
nonconstrained,86089,Sande Home Limited TX 77489,APS Home Improvement,TX,SUGAR LAND,535,237,0.44299065420560746,0.9915611814345987,0.9653465346534652,0.0262146467811335,0.9493670886075952,0.9108910891089104,0.038475999498684854,0.9019060485429965
nonconstrained,20278,Mozaic Company Arlington Warehouse,Outdoor Furniture,TX,ARLINGTON,5700,235,0.0412280701754386,0.7872340425531915,0.8569594718503567,-0.06972542929716519,0.7446808510638296,0.8322024573629179,-0.08752160629908823,0.935913816917044
nonconstrained,307815,FX1-EFGA01,APS,GA,AUSTELL,3982,235,0.05901557006529382,0.8808510638297872,0.9575824785140006,-0.0767314146842134,0.876595744680851,0.8927086221236475,-0.016112877442796547,0.84110131380309
nonconstrained,351865,tongxiangshiqicaijiajuyongpinyouxiang NJ 08016 (2),APS Rugs,NJ,ROBBINSVILLE,4282,234,0.05464736104624007,0.5427350427350425,0.8229193017961043,-0.2801842590610618,0.7948717948717946,0.8980521123197578,-0.10318031744796319,0.8886391687756793
nonconstrained,27229,CapitalLighting GA,Lighting,GA,BRASELTON,2190,234,0.10684931506849316,0.9658119658119662,0.9078604893284741,0.05795147648349208,0.905982905982906,0.8594482040603858,0.04653470192252018,0.8958865898696853
nonconstrained,44060,Doug and Cristy Designs LLC,Casegoods,TX,MESQUITE,2002,234,0.11688311688311688,0.9444444444444443,0.9875666074600363,-0.04312216301559202,0.9188034188034185,0.9709887507400835,-0.05218533193666497,0.9112065162217426
nonconstrained,21843,"Daniels Bath and Beyond, Inc.",Soft Home,NY,QUEENS,2399,233,0.09712380158399334,1.0,0.9962174940898351,0.003782505910164935,0.8626609442060084,0.8628841607565013,-0.00022321655049295508,0.9195642885983445
nonconstrained,111674,HLC.ME NY 11232,Soft Home,NY,QUEENS,1303,232,0.1780506523407521,0.9181034482758619,0.872340425531915,0.045763022743946835,0.8146551724137931,0.7969052224371369,0.017749949976656243,0.9310059933756722
