supplier_id,su_name,sto,is_cushioned,vol,vol_det,vol_direct,vol_local,direct_share,ifr,delivery_rel,det_on_time,det_hits_minus_1,ifr_direct,ifr_local,del_direct,det_on_time_direct,det_m1_direct,cushion,ifr_vs_del_pp,ifr_vs_det_pp,big_gap
40512,Victory Store,Decor,1,57.0,57.0,4.0,53.0,0.07017543859649122,0.7192982456140351,0.7368421052631579,0.894736842105263,0.719298245614035,0.75,0.7169811320754716,0.75,1.0,1.0,1.0,-1.754385964912275,-17.543859649122794,False
14697,Safavieh PA 18042b,Rugs,1,57.0,56.0,0.0,57.0,0.0,0.8596491228070176,0.9122807017543859,0.7719298245614035,0.6491228070175438,,0.8596491228070176,,,,1.0,-5.263157894736836,8.771929824561408,False
477666,(US)yichangshikaimingwangluokejiyouxiangongsi NJ 07064,APS Housewares & More,1,57.0,53.0,0.0,56.0,0.0,0.8421052631578946,0.8245614035087719,0.9107142857142858,0.7499999999999998,,0.857142857142857,,,,1.0,1.754385964912264,-6.8609022556391235,False
365529,NABBIE INC CA 91745,Wayfair,1,57.0,51.0,2.0,55.0,0.03508771929824561,0.4912280701754384,0.8070175438596491,0.7729055258467024,0.5960784313725489,0.5,0.49090909090909074,0.5,1.0,0.5,1.0,-31.57894736842107,-28.167745567126396,True
319446,Pottery Pots USA Inc. NJ 08110,Wayfair,1,57.0,56.0,6.0,48.0,0.10526315789473684,0.8070175438596491,0.8245614035087717,0.8069196428571427,0.7012648809523808,1.0,0.8125,0.8333333333333334,0.8333333333333334,0.6666666666666666,1.0,-1.754385964912264,0.009790100250639533,False
441394,"ChengduoujialongTechnology Co., Ltd NJ 08505",APS Mattresses,1,57.0,57.0,0.0,57.0,0.0,0.7894736842105264,0.8771929824561403,0.8771929824561403,0.7543859649122805,,0.7894736842105264,,,,7.0,-8.771929824561386,-8.771929824561386,False
174323,Nantong Xiaoxin Supply Chain Management TX 75006 ,APS,1,57.0,54.0,3.0,54.0,0.05263157894736842,0.5789473684210525,0.6842105263157893,0.7530864197530863,0.6131687242798352,0.3333333333333333,0.5925925925925924,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,-10.526315789473673,-17.41390513320338,True
254683,Shaoxing ShangYa FangZhi YouXian GongSi CA 90058,Wayfair,1,57.0,55.0,0.0,57.0,0.0,1.0,0.9473684210526315,0.9473684210526314,0.9122807017543857,,1.0,,,,1.0,5.263157894736848,5.2631578947368585,False
302467,Geht Household USA Inc IL 60439,Appliances,1,57.0,56.0,0.0,57.0,0.0,0.7543859649122809,0.8596491228070173,0.8596491228070177,0.5964912280701754,,0.7543859649122809,,,,1.0,-10.526315789473639,-10.526315789473673,True
93052,Galaxy Home Furnishing Inc. NJ 07663,Casegoods,1,57.0,57.0,2.0,54.0,0.03508771929824561,1.0,0.8771929824561402,0.9298245614035086,0.807017543859649,1.0,1.0,1.0,1.0,1.0,1.0,12.28070175438598,7.017543859649145,False
401156,Artika OH 43207,Lighting,1,57.0,57.0,0.0,57.0,0.0,0.9122807017543859,0.9122807017543859,0.9473684210526315,0.8947368421052628,,0.9122807017543859,,,,1.0,0.0,-3.508771929824561,False
34667,David Shaw Silverware NY14304,Tabletop,1,57.0,52.0,3.0,53.0,0.05263157894736842,0.8596491228070174,0.8596491228070174,0.8955007256894049,0.8955007256894049,1.0,0.8490566037735847,0.3333333333333333,1.0,1.0,8.0,0.0,-3.5851602882387423,False
369839,"XUZHOU ANMAOLIAN TRADING CO., LTD. NJ 08857",Wayfair,1,57.0,56.0,7.0,49.0,0.12280701754385964,0.9649122807017543,0.9122807017543858,0.9825072886297376,0.9825072886297376,0.8571428571428571,0.9795918367346937,0.8571428571428571,1.0,1.0,6.0,5.263157894736848,-1.7595007927983297,False
331616,NingBo KaiMeiChen DianZiShangWu You CA 92335,APS Home Improvement,1,57.0,56.0,1.0,37.0,0.017543859649122806,0.8245614035087718,0.8771929824561403,0.7369691119691121,0.6148648648648649,0.0,0.8648648648648647,1.0,1.0,1.0,1.0,-5.263157894736848,8.759229153965975,False
235135,"Jiaxing Aofeisi Imp.  Exp.Co., Ltd AT3",APS,1,57.0,57.0,6.0,44.0,0.10526315789473684,0.8947368421052632,0.9824561403508771,0.8421052631578947,0.7192982456140351,0.8333333333333334,0.9318181818181818,1.0,0.8333333333333334,0.6666666666666666,1.0,-8.771929824561397,5.263157894736848,False
