msbd_week,dest_region,supplier_id,su_name,sto,vol_direct,o2d_actual_direct,ifr_direct,delivery_rel_direct,det_on_time_direct,mi_to_cust_direct,top_actual_hub_direct,top_assigned_hub_direct,avg_gain_direct,vol_local,o2d_actual_local,ifr_local,delivery_rel_local,det_on_time_local,mi_to_cust_local,top_actual_hub_local,o2d_delta,faster
2026-05-31,Midwest,119437,Aosom LLC CA 92374,APS Outdoor,101,5.821782178217822,0.9900990099009901,0.8019801980198017,0.8613861386138615,55.36435643564356,Chicago,WEST RIALTO,0.9731291641778161,12,6.083333333333333,1.0,0.9166666666666666,0.9166666666666666,19.175,Toledo,-0.2615511551155114,True
2026-06-07,South Central,158009,Modway Inc. CA 92345,Outdoor Furniture,99,4.343434343434342,1.0,0.9292929292929291,0.8686868686868687,89.98888888888888,West Dallas Ncpc,WEST RIALTO,0.9353440820083402,14,4.642857142857143,1.0,0.9285714285714285,0.7857142857142857,1369.4153846153847,South Rialto - Ncpc,-0.2994227994228016,True
2026-06-07,Midwest,292636,Green Living Group INC CA 91762,Soft Home,99,6.424242424242423,0.9696969696969698,0.717171717171717,0.7272727272727273,89.1585858585859,Toledo,CHINO LOCAL,0.9537381685146613,22,6.681818181818182,1.0,0.7727272727272725,0.7727272727272725,1886.590476190476,Chino,-0.2575757575757587,True
2026-05-24,Midwest,59119,Safavieh CA 92518,Rugs,98,6.948979591836735,0.9897959183673468,0.8367346938775511,0.7551020408163265,82.96632653061224,Romeoville Rsf,RIALTO LOCAL,0.956904510156946,13,7.461538461538462,1.0,0.6153846153846153,0.5384615384615385,655.3142857142858,North Kansas City Ncpc,-0.5125588697017269,True
2026-06-07,Midwest,28971,NFusion CA 91761 Warehouse CA11,Outdoor Furniture,89,6.808988764044944,0.853932584269663,0.6067415730337078,0.49438202247191004,77.22808988764046,Romeoville Rsf,CHINO LOCAL,0.9606817337737237,24,7.125,0.7916666666666666,0.7500000000000002,0.7916666666666667,1966.918181818182,Chino Hills Ncpc,-0.316011235955056,True
2026-05-24,Midwest,348867,JAFFE MURPHY HOUSE INC CA 91746 (2),APS Housewares & More,88,7.340909090909091,1.0,1.0,1.0,60.33295454545455,Toledo,ARCADIA,0.9712891655358586,33,7.666666666666666,1.0,1.0,1.0,96.44545454545454,Kansas City,-0.32575757575757525,True
2026-06-07,Northeast,316872,"Heze Starfire Trading Co., Ltd CA 91761(5)",APS,87,8.37931034482758,1.0,0.9655172413793105,0.7931034482758619,117.03333333333335,Metuchen,CHINO LOCAL,0.9566575000454338,15,11.4,0.0,0.0,0.0,2742.5000000000005,Chino Hills Ncpc,-3.0206896551724203,True
2026-06-07,Midwest,119437,Aosom LLC CA 92374,APS Outdoor,87,5.816091954022989,1.0,0.8620689655172415,0.8620689655172415,88.57241379310344,Chicago,WEST RIALTO,0.9578079052342225,21,6.428571428571428,1.0,0.7142857142857142,0.9047619047619048,1577.18125,Rialto,-0.6124794745484392,True
2026-05-24,Southeast,105765,Andes Furniture CA 92870,Upholstery,84,8.345238095238095,1.0,0.8095238095238096,0.6547619047619047,70.74761904761903,Marietta,ANAHEIM,0.9691986788183553,15,8.866666666666667,1.0,0.8666666666666667,0.19999999999999998,43.85,Charlotte,-0.5214285714285722,True
2026-05-24,Midwest,296291,AMCA,APS Housewares & More,84,8.857142857142858,0.5357142857142859,0.6190476190476191,0.5714285714285715,69.98333333333336,Chicago,WEST RIALTO,0.9640354586831912,12,10.18181818181818,0.33333333333333337,0.16666666666666669,0.33333333333333337,66.13333333333334,Kansas City,-1.3246753246753222,True
2026-06-07,Southeast,297318,Eazeemats CA 91752 (4),APS Upholstery,83,6.433734939759037,1.0,0.9156626506024096,0.8192771084337348,82.14096385542167,Marietta,WEST RIALTO,0.9623484492596664,13,7.153846153846154,1.0,0.7692307692307693,0.7692307692307693,2238.57,Rialto,-0.7201112140871171,True
2026-06-07,Midwest,17066,  CA2,Outdoor Furniture,83,6.036144578313253,0.7469879518072287,0.7469879518072289,0.63855421686747,93.35301204819277,Toledo,INDUSTRY,0.9549151160096658,29,6.428571428571428,0.8620689655172414,0.7586206896551725,0.8275862068965517,1221.081818181818,North Kansas City Ncpc,-0.39242685025817536,True
2026-05-31,Midwest,117518,Winsome House CA 92881,Decor,81,6.530864197530864,0.7654320987654318,0.6790123456790125,0.6790123456790125,63.47037037037039,Chicago,WEST RIALTO,0.9687076511520454,11,7.2727272727272725,0.5454545454545454,0.5454545454545454,0.5454545454545454,129.01666666666665,Kansas City,-0.7418630751964086,True
2026-05-17,Midwest,59119,Safavieh CA 92518,Rugs,80,6.574999999999999,0.9625,0.7874999999999998,0.8000000000000002,55.051249999999996,Chicago,RIALTO LOCAL,0.9736191838562449,10,7.199999999999999,0.9,0.8,0.8,75.4,Kansas City Local,-0.625,True
2026-05-17,Midwest,348867,JAFFE MURPHY HOUSE INC CA 91746 (2),APS Housewares & More,80,6.199999999999999,0.9875000000000002,0.9875000000000002,1.0,90.7225,Chicago,ARCADIA,0.953445524054566,55,7.21818181818182,0.9818181818181817,0.9636363636363636,0.9636363636363636,1086.4299999999998,Arcadia,-1.0181818181818203,True
2026-05-24,Midwest,267302,Karat Home Inc (14 Karat) CA 90249,APS Upholstery,78,8.012820512820511,0.923076923076923,0.8461538461538464,0.7307692307692307,67.27692307692304,Chicago,CARSON,0.9677335980471626,19,8.68421052631579,0.789473684210526,0.8421052631578946,0.8421052631578946,109.58000000000003,Kansas City,-0.6713900134952784,True
2026-05-31,Midwest,8833,Lifetime Brands Inc.92376,Tabletop,78,6.987179487179485,0.6410256410256409,0.6153846153846154,0.5384615384615388,47.87564102564104,Chicago,WEST RIALTO,0.9763794170366078,10,7.3,0.6,0.7,0.7,75.5,Kansas City,-0.31282051282051526,True
2026-06-07,South Central,292636,Green Living Group INC CA 91762,Soft Home,76,4.3157894736842115,0.986842105263158,0.9473684210526316,0.9473684210526316,113.00657894736842,Houston,CHINO LOCAL,0.927058960681621,15,4.6000000000000005,1.0,0.9333333333333332,0.8666666666666665,1481.692857142857,Chino,-0.284210526315789,True
2026-05-17,Midwest,79733,MKAY GROUP CORP,Outdoor Structures,73,8.931506849315069,0.7397260273972602,0.9315068493150688,0.9178082191780819,56.3109589041096,Chicago,INDUSTRY,0.9732607402889953,12,9.333333333333332,0.9166666666666666,0.9166666666666666,0.9166666666666666,1800.69,Arcadia,-0.4018264840182635,True
2026-06-07,Florida,316872,"Heze Starfire Trading Co., Ltd CA 91761(5)",APS,73,7.1643835616438345,1.0,1.0,0.9178082191780824,146.613698630137,Williamsburg Ncpc,CHINO LOCAL,0.9434587437335495,12,8.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,2520.2,Chino Hills Ncpc,-1.3356164383561655,True
2026-06-07,Southeast,316872,"Heze Starfire Trading Co., Ltd CA 91761(5)",APS,72,7.541666666666665,1.0,0.9583333333333335,0.7916666666666669,84.85416666666663,Marietta,CHINO LOCAL,0.9614896888547819,12,8.0,0.49999999999999994,1.0,1.0,2278.0499999999997,Chino Hills Ncpc,-0.4583333333333348,True
2026-06-07,South Central,119437,Aosom LLC CA 92374,APS Outdoor,69,3.753623188405797,1.0,0.9710144927536232,0.9855072463768116,70.79710144927536,Houston,WEST RIALTO,0.948848518726787,11,4.636363636363637,0.9090909090909091,0.9090909090909091,0.9090909090909091,1492.4374999999998,Rialto,-0.8827404479578398,True
2026-06-07,Southeast,318241,"AD ASTRA(Xiamen) E-Commerce Co.,LTD CA 92337",APS Youth,69,6.347826086956522,1.0,0.811594202898551,0.7536231884057971,86.00724637681158,Marietta,WEST RIALTO,0.9609588185133724,10,6.6,1.0,0.8999999999999999,0.8999999999999999,1895.1200000000003,Rialto,-0.25217391304347725,True
2026-05-24,Midwest,58244,P and P Imports LLC CA92614,Recreation,64,7.031250000000001,1.0,0.921875,0.8750000000000001,75.2453125,Chicago,ANAHEIM,0.960592996517153,14,7.928571428571427,1.0,0.9285714285714285,0.7857142857142857,91.38,Toledo,-0.8973214285714262,True
2026-06-07,Midwest,413783,"Sorara Outdoor Living USA, Inc. CA 91746",Outdoor Structures,63,6.46031746031746,0.968253968253968,0.6349206349206349,0.5396825396825397,73.43492063492063,Chicago,ARCADIA,0.9641581731005927,39,6.743589743589743,0.9743589743589741,0.9230769230769229,0.8717948717948718,1328.1583333333333,Arcadia,-0.28327228327228315,True
2026-05-31,Midwest,79383,ColourTree CA,Upholstery,62,7.774193548387096,0.5806451612903225,1.0,0.8709677419354837,71.98709677419356,Chicago,INDUSTRY,0.9652340570202937,12,15.416666666666668,0.3333333333333333,0.41666666666666663,0.41666666666666663,2066.9333333333334,Arcadia,-7.642473118279572,True
2026-06-07,Midwest,25980,California Umbrella CA,Outdoor Furniture,61,11.266666666666662,1.0,0.9344262295081964,0.9180327868852458,58.36885245901639,Toledo,RIALTO LOCAL,0.9716736743478587,47,12.553191489361703,0.8297872340425534,0.8085106382978724,0.8085106382978724,1887.2095238095237,Rialto,-1.286524822695041,True
2026-05-31,Southeast,105765,Andes Furniture CA 92870,Upholstery,58,6.155172413793104,1.0,0.9655172413793105,0.8965517241379309,83.01896551724137,Greensboro,ANAHEIM,0.964482159248997,10,8.2,0.8,0.8,0.8,782.2666666666667,Northern Kentucky,-2.044827586206895,True
2026-05-24,Midwest,151576,Gibson CA,Tabletop,58,7.293103448275861,1.0,0.9310344827586206,0.8793103448275861,63.186206896551724,Chicago,SANTA FE SPRINGS,0.9691755561494891,11,8.636363636363635,0.9090909090909091,0.6363636363636364,0.5454545454545454,420.30000000000007,,-1.3432601880877737,True
2026-06-07,Midwest,79383,ColourTree CA,Upholstery,54,7.314814814814817,0.462962962962963,0.9629629629629629,0.9259259259259258,84.29259259259258,Chicago Loop,INDUSTRY,0.958508292545135,18,7.666666666666667,0.6666666666666667,0.9444444444444444,0.9444444444444444,1550.03,Arcadia,-0.3518518518518503,True
2026-06-07,Southeast,105765,Andes Furniture CA 92870,Upholstery,54,6.740740740740741,1.0,0.9814814814814814,0.7962962962962965,77.28518518518518,Marietta,ANAHEIM,0.96694497668156,23,7.434782608695652,0.7391304347826088,0.7391304347826088,0.5652173913043478,1545.475,Anaheim,-0.694041867954911,True
2026-05-31,Midwest,105765,Andes Furniture CA 92870,Upholstery,52,6.423076923076923,1.0,1.0,0.9423076923076923,68.91153846153846,Chicago,ANAHEIM,0.9656128231314024,19,7.157894736842104,0.9473684210526314,0.6315789473684211,0.7894736842105262,436.2166666666667,Chicago,-0.7348178137651811,True
2026-05-31,Midwest,79733,MKAY GROUP CORP,Outdoor Structures,52,7.750000000000001,1.0,0.9615384615384613,0.9230769230769232,79.1673076923077,Chicago,INDUSTRY,0.9611736682614982,24,15.541666666666664,0.5,0.41666666666666674,0.4583333333333334,1455.475,Arcadia,-7.791666666666663,True
2026-06-07,Southeast,288245,Xiamen MDM CA 91761,APS,50,7.82,0.94,0.72,0.62,114.29800000000002,Marietta,CHINO LOCAL,0.9465954688606236,15,8.533333333333335,0.7999999999999999,0.6,0.3333333333333333,2271.58,Chino Hills Sp Annex,-0.7133333333333347,True
2026-05-31,Midwest,58244,P and P Imports LLC CA92614,Recreation,50,5.680000000000001,1.0,0.88,0.8599999999999999,53.01399999999999,Chicago,ANAHEIM,0.9746178041678079,10,6.3999999999999995,1.0,1.0,1.0,96.75,Toledo,-0.7199999999999989,True
2026-05-17,Midwest,54805,Enova Corporation CA 91732,Decor,49,6.428571428571428,0.9183673469387752,0.9387755102040812,0.9387755102040812,48.73061224489794,Chicago,ARCADIA,0.9753202394586529,18,7.611111111111111,0.8333333333333331,0.8333333333333331,0.8888888888888887,196.6,Kansas City,-1.1825396825396828,True
2026-06-07,Southeast,28971,NFusion CA 91761 Warehouse CA11,Outdoor Furniture,48,6.041666666666667,0.8749999999999997,0.9375,0.8125,93.67708333333333,North Charlotte Rsf,CHINO LOCAL,0.9612820106357801,13,6.923076923076924,0.7692307692307692,0.7692307692307692,0.6923076923076923,2168.2384615384617,Chino Hills Sp Annex,-0.8814102564102573,True
2026-06-07,Southeast,119437,Aosom LLC CA 92374,APS Outdoor,47,5.276595744680852,1.0,0.9148936170212765,0.9148936170212765,88.87872340425533,Greensboro,WEST RIALTO,0.9605091202259726,14,5.571428571428571,1.0,0.7857142857142858,1.0,2056.428571428571,Rialto,-0.2948328267477196,True
2026-05-31,Midwest,30002,Amrapur Overseas Inc. CA,Soft Home,47,5.978723404255318,1.0,0.7659574468085103,0.7872340425531913,60.07234042553191,Chicago,WEST RIALTO,0.9699174868107086,10,6.3,1.0,0.8999999999999999,0.8999999999999999,18.5,Kansas City,-0.32127659574468215,True
2026-06-07,Midwest,318241,"AD ASTRA(Xiamen) E-Commerce Co.,LTD CA 92337",APS Youth,46,6.108695652173914,1.0,0.6521739130434783,0.6086956521739132,95.67173913043477,Chicago,WEST RIALTO,0.9537666653200845,12,7.363636363636364,0.9166666666666666,0.5833333333333333,0.6666666666666666,1119.9333333333332,Rialto,-1.2549407114624502,True
2026-06-07,Florida,17066,  CA2,Outdoor Furniture,46,5.282608695652173,0.8043478260869565,0.9347826086956519,0.8695652173913041,140.45869565217387,Williamsburg Ncpc,INDUSTRY,0.9447289570757879,10,5.8999999999999995,1.0,1.0,0.7,2405.03,Chino Hills Ncpc,-0.6173913043478265,True
2026-06-07,Florida,28971,NFusion CA 91761 Warehouse CA11,Outdoor Furniture,44,6.750000000000001,0.75,0.8409090909090908,0.6136363636363634,133.04090909090914,Williamsburg Ncpc,CHINO LOCAL,0.9486677567940526,17,7.117647058823529,0.8823529411764705,0.8823529411764705,0.8235294117647058,2514.9411764705883,Chino Hills Ncpc,-0.3676470588235281,True
2026-05-24,Northeast,54805,Enova Corporation CA 91732,Decor,44,7.840909090909091,0.9318181818181818,0.9545454545454543,0.7727272727272726,53.61363636363638,Woodbridge,ARCADIA,0.9801013767456896,12,8.333333333333334,0.8333333333333333,0.8333333333333333,0.6666666666666666,70.1375,Syracuse,-0.4924242424242431,True
2026-06-07,Midwest,151576,Gibson CA,Tabletop,43,5.906976744186047,1.0,0.8372093023255811,0.8604651162790694,87.15116279069768,Romeoville Rsf,SANTA FE SPRINGS,0.9577628949669409,16,7.375000000000001,0.9374999999999999,0.7499999999999999,0.8124999999999999,1631.5076923076924,Santa Fe Springs,-1.4680232558139537,True
2026-05-17,Midwest,23370,Cheungs Rattan CA,Decor,42,6.166666666666667,1.0,1.0,1.0,53.60714285714286,Chicago,ANAHEIM,0.9724102941953455,12,6.666666666666667,1.0,0.7499999999999999,1.0,64.58333333333334,Toledo,-0.5,True
2026-06-07,Mid-Atlantic,28971,NFusion CA 91761 Warehouse CA11,Outdoor Furniture,42,6.30952380952381,0.9047619047619044,0.8095238095238096,0.7380952380952379,103.42142857142858,Hagerstown,CHINO LOCAL,0.9606462419447606,10,7.300000000000001,0.7999999999999999,0.7,0.7,2658.6,Chino Hills Ncpc,-0.9904761904761905,True
2026-05-31,Midwest,100167,NingBo KaiMeiChen DianZiShangWu You CA 92571,APS Home Improvement,40,6.125,1.0,0.85,1.0,59.13250000000001,Toledo,RIALTO LOCAL,0.9720493553058709,10,8.1,0.5,0.5,0.5,180.29999999999998,Romeoville Ncpc,-1.9749999999999996,True
2026-05-17,Southeast,348867,JAFFE MURPHY HOUSE INC CA 91746 (2),APS Housewares & More,40,6.624999999999999,1.0,0.9749999999999998,1.0,54.37499999999999,South Atlanta Ncpc,ARCADIA,0.9746233552366079,17,7.2,0.8235294117647058,0.7058823529411765,0.7647058823529411,1881.4727272727273,Arcadia,-0.5750000000000011,True
2026-06-07,Midwest,58244,P and P Imports LLC CA92614,Recreation,40,5.949999999999999,1.0,0.775,0.8000000000000002,58.70249999999999,Chicago,ANAHEIM,0.9708742170935213,29,6.206896551724138,1.0,0.9655172413793104,0.7586206896551723,1844.5,Anaheim,-0.2568965517241386,True
2026-06-07,Midwest,126078,Ideal Ventures - GGI International CA,Storage & Org - Frequency,39,6.0256410256410255,1.0,0.7435897435897434,0.7179487179487177,77.75897435897438,Toledo,WEST RIALTO,0.9597331408527583,22,6.35,0.909090909090909,0.8181818181818181,0.8181818181818181,1665.4499999999998,West Rialto,-0.3243589743589741,True
2026-06-07,Southeast,497107,Greenland Home Fashions CA 91710,Soft Home,39,6.307692307692308,1.0,0.9487179487179488,0.846153846153846,121.77179487179488,Murfreesboro,CHINO LOCAL,0.9433699294563842,11,9.181818181818182,1.0,0.6363636363636364,0.45454545454545453,2213.3,Chino,-2.8741258741258733,True
2026-06-07,Midwest,79733,MKAY GROUP CORP,Outdoor Structures,38,7.342105263157895,1.0,0.9736842105263156,1.0,100.42894736842106,Chicago,INDUSTRY,0.9520533469030797,12,8.666666666666666,0.9166666666666666,0.7499999999999999,0.8333333333333334,1745.0000000000002,Arcadia,-1.3245614035087714,True
2026-06-07,Midwest,54805,Enova Corporation CA 91732,Decor,38,6.342105263157896,0.9736842105263156,0.8157894736842105,0.8157894736842105,84.95,Chicago,ARCADIA,0.9590850693895089,24,7.416666666666667,0.7500000000000001,0.625,0.7083333333333334,1836.1846153846154,Arcadia,-1.0745614035087714,True
2026-05-24,Midwest,111282,Costway CA 92374 [2],APS Outdoor,37,7.243243243243243,0.8648648648648647,0.7837837837837839,0.6756756756756759,67.93783783783782,West Columbus,WEST RIALTO,0.9674628331389971,11,9.272727272727273,0.6363636363636364,0.5454545454545454,0.5454545454545454,276.24,Kansas City,-2.0294840294840304,True
2026-05-31,Midwest,463964,Grand Leisure Outdoor Product CA 92335,APS Outdoor,36,7.4722222222222205,1.0,0.9444444444444445,0.8611111111111108,69.69444444444447,Chicago,WEST RIALTO,0.965847222850422,13,10.692307692307692,0.923076923076923,0.6923076923076922,0.6153846153846153,266.8333333333333,North Kansas City Ncpc,-3.220085470085471,True
2026-05-17,Northeast,27593,NFusion CA El Monte,Outdoor Furniture,36,6.88888888888889,1.0,0.9722222222222222,0.9722222222222222,48.02499999999999,Lehigh Valley,ARCADIA,0.9812711621463971,14,8.5,1.0,1.0,1.0,44.18333333333334,Syracuse,-1.6111111111111098,True
2026-05-24,Midwest,320854,Curtis International CA,Appliances,36,9.888888888888888,0.0,0.9722222222222221,0.9166666666666664,45.127777777777766,Chicago,CARSON,0.9790094456409306,21,10.476190476190474,0.047619047619047616,0.9047619047619047,0.6666666666666667,112.375,Kansas City,-0.587301587301587,True
2026-05-31,Midwest,320854,Curtis International CA,Appliances,36,10.444444444444443,0.0,0.8055555555555555,0.6666666666666669,48.31666666666666,Chicago,CARSON,0.9771202423761319,21,10.857142857142858,0.14285714285714282,0.6190476190476192,0.47619047619047616,84.2375,,-0.4126984126984148,True
2026-06-07,South Central,318241,"AD ASTRA(Xiamen) E-Commerce Co.,LTD CA 92337",APS Youth,36,3.805555555555556,1.0,1.0,0.9444444444444443,84.3277777777778,West Dallas Ncpc,WEST RIALTO,0.9384222459622646,10,4.4,1.0,0.8,0.8,1365.41,Rialto,-0.5944444444444446,True
2026-06-07,Midwest,321452,NingBo KaiMeiChen DianZiShangWu YouXianGongSi CA 91761,APS Home Improvement,35,6.457142857142857,0.942857142857143,0.8571428571428572,0.6285714285714287,115.30285714285715,Toledo,CHINO LOCAL,0.9429853366757883,12,7.333333333333333,0.5833333333333334,0.6666666666666666,0.16666666666666669,2166.491666666667,Rialto,-0.8761904761904757,True
2026-06-07,Mid-Atlantic,321452,NingBo KaiMeiChen DianZiShangWu YouXianGongSi CA 91761,APS Home Improvement,34,5.764705882352941,0.9705882352941175,0.7352941176470587,0.5000000000000001,106.60882352941174,Hagerstown,CHINO LOCAL,0.9592613867279147,15,6.133333333333334,1.0,0.9333333333333333,0.9333333333333333,2697.7933333333335,Diamond Bar Rsf,-0.3686274509803926,True
2026-05-17,Northeast,348867,JAFFE MURPHY HOUSE INC CA 91746 (2),APS Housewares & More,34,7.088235294117647,0.9705882352941175,0.9705882352941175,1.0,50.6029411764706,Lehigh Valley,ARCADIA,0.9803376080527242,38,7.657894736842106,1.0,1.0,1.0,1155.6842105263158,Syracuse,-0.5696594427244595,True
2026-06-07,Midwest,60106,Winado CA 91762,APS Outdoor,34,5.6764705882352935,1.0,0.8529411764705882,0.764705882352941,66.67647058823529,Toledo,CHINO LOCAL,0.9644132453996334,12,7.166666666666666,0.8333333333333333,0.6666666666666666,0.6666666666666666,1958.4916666666666,Chino,-1.4901960784313726,True
2026-05-31,Midwest,494257,"ADVANCED INFO SERVICES, LLC CA 91746",Casegoods,34,8.147058823529413,0.7941176470588236,0.735294117647059,0.735294117647059,68.92058823529412,Chicago,ARCADIA,0.9665822986273187,13,10.384615384615387,0.7692307692307692,0.6923076923076924,0.6923076923076924,426.32000000000005,Kansas City,-2.237556561085974,True
2026-06-07,Southeast,60106,Winado CA 91762,APS Outdoor,33,6.06060606060606,0.9696969696969696,0.8787878787878788,0.8484848484848485,77.26969696969698,Murfreesboro,CHINO LOCAL,0.9658049395504941,16,6.375,1.0,0.8124999999999999,0.8124999999999999,2294.72,Chino,-0.31439393939394034,True
2026-06-07,Southeast,44532,GlideRite Hardware CA,Hardware,33,6.363636363636364,0.9393939393939394,0.8181818181818183,0.7575757575757577,109.81818181818181,Marietta,CHINO LOCAL,0.947821222759164,10,7.300000000000001,0.6,0.30000000000000004,0.30000000000000004,2150.3199999999997,Chino,-0.9363636363636365,True
2026-06-07,Southeast,82470,Ledel Lighting INC CA92841,Lighting,32,6.25,1.0,0.9375,0.9375,83.43749999999999,Marietta,ANAHEIM,0.9633593545321959,14,7.071428571428571,1.0,0.7142857142857143,0.6428571428571428,1891.4700000000003,Anaheim,-0.8214285714285712,True
2026-06-07,Southeast,58244,P and P Imports LLC CA92614,Recreation,32,5.8125,1.0,0.9687499999999999,0.9375,86.5125,Marietta,ANAHEIM,0.9620251129973905,11,6.8181818181818175,1.0,0.6363636363636364,0.6363636363636364,1650.8625,Anaheim,-1.0056818181818175,True
2026-06-07,Southeast,321452,NingBo KaiMeiChen DianZiShangWu YouXianGongSi CA 91761,APS Home Improvement,32,5.6875,0.9687499999999999,0.9375,0.40625000000000006,86.35000000000001,North Charlotte Rsf,CHINO LOCAL,0.9588806565974087,10,6.6000000000000005,0.8,0.7,0.4000000000000001,2210.92,Diamond Bar Rsf,-0.9125000000000005,True
2026-05-17,Northeast,54805,Enova Corporation CA 91732,Decor,31,7.64516129032258,0.9032258064516128,0.9032258064516128,0.9032258064516128,51.82580645161291,Woodbridge,ARCADIA,0.9806733187195518,15,9.200000000000001,0.8666666666666665,0.8666666666666665,0.8666666666666665,380.69999999999993,Syracuse,-1.554838709677421,True
2026-05-24,Northeast,348867,JAFFE MURPHY HOUSE INC CA 91746 (2),APS Housewares & More,29,7.827586206896553,1.0,1.0,1.0,91.95862068965518,Lehigh Valley,ARCADIA,0.963866478766558,40,8.900000000000002,1.0,1.0,1.0,72.93913043478261,Syracuse,-1.0724137931034488,True
2026-05-24,Midwest,479684,Xingchen-CA03,APS Rugs,28,9.071428571428573,0.6785714285714286,0.8571428571428571,0.6785714285714286,86.30357142857143,Chicago,ARCADIA,0.9593173734583279,10,10.222222222222221,0.2,0.39999999999999997,0.2,94.1,Kansas City,-1.1507936507936485,True
2026-05-24,Northeast,27593,NFusion CA El Monte,Outdoor Furniture,28,7.25,0.9642857142857142,1.0,0.6428571428571428,67.75714285714287,Lehigh Valley,ARCADIA,0.9740343743109632,16,9.125000000000004,0.8749999999999999,0.75,0.4375,63.2,Syracuse,-1.8750000000000036,True
2026-06-07,South Central,413783,"Sorara Outdoor Living USA, Inc. CA 91746",Outdoor Structures,28,4.5,0.9642857142857143,0.9285714285714284,0.9285714285714284,109.05,Fort Worth,ARCADIA,0.925074770180042,12,5.166666666666667,0.9166666666666666,0.75,0.6666666666666666,976.02,Arcadia,-0.666666666666667,True
2026-05-31,Midwest,54805,Enova Corporation CA 91732,Decor,27,6.407407407407408,0.9629629629629629,0.8518518518518517,0.8518518518518517,83.74074074074076,Chicago,ARCADIA,0.9599132857525544,13,6.846153846153847,0.923076923076923,0.6923076923076923,0.923076923076923,45.93333333333334,Kansas City,-0.43874643874643837,True
