supplier_id,su_name,parent_suid,parent_su_name,sto,vol_peak,ifr_peak,delivery_rel_peak,o2d_stated_peak,o2d_actual_peak,o2d_gap_peak,gain_peak,mi_to_cust_peak,top_actual_hub_peak,ifr_rank,del_rank,speed_rank
39283,Design Imports WA 98390,8018,Design Imports,Tabletop,105,0.9428571428571428,0.7238095238095238,8.447619047619048,8.161904761904761,-0.2857142857142865,0.9609485849281036,83.44380952380953,Chicago,56.0,115.0,92.0
8833,Lifetime Brands Inc.92376,1175,Lifetime Brands Inc.,Tabletop,104,0.7019230769230769,0.75,8.115384615384615,7.855769230769231,-0.25961538461538414,0.972535281316859,54.777884615384615,Chicago,101.0,111.0,76.0
272846,Pony Bros-2,50278,"US_INSONG TRADING CO., LIMITED",APS Youth,104,0.375,0.9134615384615384,8.971153846153847,8.278846153846153,-0.6923076923076934,0.9667062611503249,66.01057692307691,Chicago,116.0,54.0,100.0
70741,Westin Outdoor CA,39357,Westin Outdoor,Outdoor Furniture,101,0.2871287128712871,0.26732673267326734,7.178217821782178,8.128712871287128,0.9504950495049496,0.9705773352708851,59.87227722772278,Chicago,118.0,124.0,91.0
408080,"Hangzhou Chuandiai Cultural Media Co., Ltd. CA 92337",284231,Kaiyon International (Hong Kong) Limited_1,APS Rugs,99,0.9797979797979798,0.9595959595959596,12.8989898989899,7.737373737373737,-5.161616161616163,0.9720602607920827,56.82727272727274,Chicago,38.0,27.0,67.0
59119,Safavieh CA 92518,381,Safavieh,Rugs,99,0.98989898989899,0.8383838383838383,7.555555555555555,6.91919191919192,-0.6363636363636358,0.9569502564407599,82.6131313131313,Romeoville Rsf,34.0,92.0,8.0
126078,Ideal Ventures - GGI International CA,11859,Ideal Ventures - GGI International,Storage & Org - Frequency,95,1.0,0.9473684210526315,8.136842105263158,7.526315789473684,-0.6105263157894738,0.9591888707060224,78.7221052631579,Chicago,1.0,33.0,50.0
27593,NFusion CA El Monte,3215,"GigaCloud Trading, Inc.",Outdoor Furniture,91,0.8681318681318682,0.9230769230769231,8.186813186813186,7.417582417582418,-0.7692307692307683,0.9763848674205163,49.16263736263736,Chicago,82.0,49.0,39.0
117518,Winsome House CA 92881,31822,Winsome House,Decor,88,0.9886363636363636,0.9204545454545454,7.920454545454546,7.340909090909091,-0.579545454545455,0.9695637229003903,61.21477272727273,Greenwood,35.0,51.0,30.0
348867,JAFFE MURPHY HOUSE INC CA 91746 (2),72736,JAFFE MURPHY HOUSE INC,APS Housewares & More,88,1.0,1.0,9.352272727272727,7.340909090909091,-2.011363636363636,0.9712891655358585,60.332954545454534,Toledo,1.0,1.0,30.0
287737,Safavieh CA 95363,381,Safavieh,Rugs,87,0.8735632183908046,0.7701149425287356,8.275862068965518,7.091954022988506,-1.1839080459770122,0.9653157333029277,71.96436781609196,Chicago,80.0,107.0,18.0
79383,ColourTree CA,41086,ColourTree,Upholstery,86,0.37209302325581395,0.8604651162790697,9.5,8.255813953488373,-1.2441860465116275,0.9532964996761663,93.39767441860467,Chicago,117.0,84.0,97.0
296291,AMCA,64001,Zhengzhou hanzhouboyang jinchukoumaoyiyouxiangongs,APS Housewares & More,85,0.5294117647058824,0.6235294117647059,9.035294117647059,8.847058823529412,-0.1882352941176464,0.964833895127452,68.34470588235293,Chicago,110.0,121.0,116.0
275205,Town Country Linen Corporation CA 92376,29622,Town Country Linen Corporation,Tabletop,84,0.9761904761904762,0.9880952380952381,9.464285714285714,7.428571428571429,-2.0357142857142847,0.9609500223529601,74.11547619047617,Chicago,43.0,8.0,42.0
399345,Shenzhen Like Keji Youxiangongsi CA 91730(2),62368,Shenzhen Like Keji Youxiangongsi,APS Bedroom,83,0.9397590361445783,0.891566265060241,8.855421686746988,7.373493975903615,-1.4819277108433733,0.9622002838682755,75.47710843373493,Romeoville Rsf,59.0,68.0,34.0
79733,MKAY GROUP CORP,79733,MKAY GROUP CORP,Outdoor Structures,81,0.9629629629629629,0.9382716049382716,9.716049382716049,8.185185185185185,-1.530864197530864,0.9625170532583602,77.49629629629631,Chicago,50.0,39.0,93.0
373889, SLM CA3,58041,YISHANG TRADE INC,APS Outdoor,80,0.9625,0.95,8.1625,7.2,-0.9624999999999995,0.9490127625896191,98.5325,Romeoville Rsf,51.0,32.0,20.0
125473,Tregards LLC CA 91730,81672,Tregards LLC,APS,79,0.45569620253164556,0.7341772151898734,9.329113924050633,9.316455696202532,-0.012658227848101333,0.9684323971826626,64.71518987341773,Chicago,113.0,114.0,120.0
267302,Karat Home Inc (14 Karat) CA 90249,21718,Karat Home Inc (14 Karat),APS Upholstery,78,0.9230769230769231,0.8461538461538461,8.320512820512821,8.012820512820513,-0.3076923076923084,0.9656005201826457,71.65256410256411,Chicago,66.0,89.0,88.0
288245,Xiamen MDM CA 91761,85432,Xiamen MDM,APS,74,0.6891891891891891,0.8783783783783784,9.364864864864865,8.405405405405405,-0.9594594594594597,0.9566649264109512,81.80810810810812,Romeoville Rsf,103.0,78.0,108.0
105765,Andes Furniture CA 92870,56976,Andes Furniture,Upholstery,74,1.0,0.972972972972973,9.324324324324325,8.337837837837839,-0.986486486486486,0.9611862054806746,74.42027027027027,Chicago Loop,1.0,16.0,103.0
123170,Puredown CA 91761,24613,Puredown,APS Mattresses,74,0.7972972972972973,0.918918918918919,8.08108108108108,7.554054054054054,-0.5270270270270263,0.969259199284946,61.28243243243243,Toledo,91.0,53.0,53.0
338215,"Bedshe International Co.,LTD CA 91761",25843,"Bedshe International Co.,LTD",APS,72,0.9305555555555556,0.9444444444444444,9.208333333333334,7.347222222222222,-1.8611111111111116,0.9710022884296019,56.973611111111104,Chicago,65.0,36.0,33.0
433182,NUU GARDEN CORPORATION CA 91730,39276,NUU GARDEN CORPORATION,APS Outdoor,70,0.2571428571428571,0.7428571428571429,9.542857142857143,9.457142857142857,-0.08571428571428541,0.9588252627843673,84.40714285714287,Chicago,120.0,113.0,122.0
63689,Surya CA 93725,291,Surya,Rugs,69,0.9855072463768116,0.8840579710144928,8.666666666666666,7.507246376811594,-1.1594202898550723,0.9706707911076374,61.721739130434784,Chicago,36.0,74.0,48.0
182959,Brightech Inc. CA,63240,Brightech Inc.,Lighting,68,0.8382352941176471,0.8382352941176471,7.985294117647059,7.088235294117647,-0.8970588235294121,0.9715287894384879,57.417647058823526,Chicago,85.0,93.0,17.0
54805,Enova Corporation CA 91732,39581,Enova Corporation,Decor,68,0.9411764705882353,0.9264705882352942,9.25,7.9411764705882355,-1.3088235294117645,0.9721198469846863,60.03823529411765,Toledo,58.0,46.0,82.0
318241,"AD ASTRA(Xiamen) E-Commerce Co.,LTD CA 92337",275382,"HONGKONG BENJAMIN TRADE CO., LIMITED",APS Youth,67,1.0,0.9552238805970149,7.925373134328358,6.582089552238806,-1.3432835820895521,0.9649913088134964,69.45522388059702,Columbus,1.0,29.0,3.0
313259,AM-CA,100553,SHENZHEN NAMUNANI WANGLUO KEJI YOUXIAN GONGSI,APS,67,0.44776119402985076,0.6119402985074627,9.253731343283581,8.940298507462687,-0.313432835820894,0.9672445718548272,66.54477611940298,Chicago,114.0,122.0,117.0
60106,Winado CA 91762,58611,WINADO INC,APS Outdoor,65,0.7538461538461538,0.7692307692307693,7.953846153846154,7.230769230769231,-0.7230769230769232,0.9659169794120313,66.04153846153847,Toledo,97.0,108.0,22.0
54257,XSL INC CA 92880 Wayfair,50139,XSL TECHNOLOGIES INC,APS Upholstery,64,0.828125,0.796875,8.40625,7.859375,-0.546875,0.9673657557411262,65.71249999999999,Toledo,86.0,100.0,77.0
58244,P and P Imports LLC CA92614,8832,P and P Imports LLC,Recreation,64,1.0,0.921875,7.4375,7.03125,-0.40625,0.9605364884293045,75.33125,Chicago,1.0,50.0,15.0
269131,Suprecozy INC CA 91748 Wayfair,67643,Suprecozy INC,APS Outdoor,64,0.890625,0.953125,9.890625,7.96875,-1.921875,0.9751351058456201,51.69375000000001,Toledo,75.0,31.0,84.0
8176,Rod Desyne,8176,Rod Desyne,Soft Home,62,0.9354838709677419,0.9193548387096774,9.35483870967742,8.209677419354838,-1.1451612903225818,0.9611455690742156,78.20483870967742,Chicago,62.0,52.0,94.0
2743,Greenland Home Fashions,2743,Greenland Home Fashions,Soft Home,61,0.8688524590163934,0.9344262295081968,8.491803278688524,7.688524590163935,-0.8032786885245891,0.9600915509706399,78.79344262295083,Toledo,81.0,42.0,65.0
21190,Globe Electric Company CA 92410,9534,Globe Electric Company,Lighting,59,0.9661016949152542,0.9661016949152542,8.05084745762712,6.9491525423728815,-1.101694915254238,0.9735060630348942,54.41694915254237,Chicago,48.0,25.0,11.0
82484,Elrene Home Fashions CA 91748,22255,Threadmade Home LLC,Soft Home,58,0.9137931034482759,0.8793103448275862,8.155172413793103,7.344827586206897,-0.8103448275862064,0.970630844014715,58.7155172413793,Chicago,68.0,76.0,32.0
151576,Gibson CA,19128,Gibson,Tabletop,58,1.0,0.9310344827586207,7.741379310344827,7.293103448275862,-0.4482758620689653,0.9691755561494891,63.186206896551724,Chicago,1.0,44.0,25.0
44532,GlideRite Hardware CA,19340,GlideRite Hardware,Hardware,57,0.9649122807017544,0.7719298245614035,7.982456140350878,7.87719298245614,-0.10526315789473717,0.9658303168310237,67.27368421052631,Chicago,49.0,106.0,78.0
60227,Unique Loom CA 93725,20901,Unique Loom,Rugs,57,0.22807017543859648,0.21052631578947367,7.719298245614035,8.842105263157896,1.1228070175438605,0.9627135197340444,79.38421052631578,Chicago,121.0,125.0,115.0
23665,"Cozy Line Home Fashions, Inc.",23665,"Cozy Line Home Fashions, Inc.",Soft Home,55,0.7636363636363637,0.9636363636363636,7.909090909090909,7.327272727272727,-0.581818181818182,0.9708597080321312,58.45090909090909,North St.Louis,94.0,26.0,28.0
28664,Saro CA,13460,Saro,Tabletop,54,0.8888888888888888,0.9259259259259259,8.222222222222221,7.407407407407407,-0.814814814814814,0.9714553564130215,59.507407407407406,Chicago,76.0,47.0,38.0
112675,Sign Leader Incorporation CA 91766,109826,Sign Leader Incorporation,APS Youth,53,0.9056603773584906,0.9811320754716981,8.584905660377359,7.6415094339622645,-0.9433962264150946,0.9656900696743487,72.49056603773585,Columbus,71.0,9.0,61.0
32733,TarHong CA 91748,19818,TarHong,Tabletop,53,0.18867924528301888,0.8679245283018868,10.81132075471698,10.037735849056604,-0.7735849056603765,0.954743888821318,93.57924528301885,Chicago,123.0,80.0,124.0
30002,Amrapur Overseas Inc. CA,14580,Amrapur Overseas Inc.,Soft Home,52,1.0,1.0,8.442307692307692,7.4423076923076925,-0.9999999999999991,0.9649980966957578,74.70384615384616,Chicago,1.0,1.0,43.0
59466,nuLOOM CA 95206,5468,nuLOOM,Rugs,52,0.9038461538461539,0.8846153846153846,8.096153846153847,7.0,-1.0961538461538467,0.967616940666544,67.6673076923077,Chicago,72.0,73.0,14.0
413783,"Sorara Outdoor Living USA, Inc. CA 91746",49963,"Sorara Outdoor Living USA, Inc.",Outdoor Structures,52,0.19230769230769232,0.6923076923076923,8.25,8.26923076923077,0.01923076923077005,0.9739347772359235,54.048076923076934,Chicago,122.0,117.0,99.0
282751,Natus Sports & Recreation Inc WA 98421,19626,Natus Sports & Recreation Inc,Recreation,51,1.0,1.0,10.764705882352942,7.647058823529412,-3.11764705882353,0.9612099792006777,84.81960784313726,Chicago,1.0,1.0,63.0
62941,Meyer CA,722,Meyer,Kitchen & Small Electrics,50,0.52,0.38,8.46,9.08,0.6199999999999992,0.9446314754040515,114.67200000000001,Chicago,111.0,123.0,118.0
158009,Modway Inc. CA 92345,11526,Modway Inc.,Outdoor Furniture,49,0.6122448979591837,0.6530612244897959,8.224489795918368,8.285714285714286,0.06122448979591866,0.9625636228755627,75.39387755102041,Chicago,107.0,120.0,101.0
38484,BNF Home CA 91761,17539,BNF Home,APS Soft Home,47,0.0,0.7446808510638298,7.914893617021277,7.9787234042553195,0.06382978723404253,0.9664099713562425,68.87872340425531,Toledo,124.0,112.0,85.0
82470,Ledel Lighting INC CA92841,75706,Ledel Lighting INC,Lighting,47,0.2765957446808511,0.7872340425531915,8.340425531914894,8.063829787234043,-0.2765957446808507,0.9729591595149957,53.704255319148935,Chicago Loop,119.0,102.0,90.0
406808,Yii Lighting CA  92324,61379,Eternadecor INC_1,APS Home Improvement,47,0.9787234042553191,0.9574468085106383,8.148936170212766,7.382978723404255,-0.7659574468085104,0.9693191826363862,63.0404255319149,Chicago,39.0,28.0,35.0
47458,vida XL CA 92374,39327,vidaXL LLC,Outdoor Furniture,47,1.0,0.9787234042553191,8.340425531914894,7.425531914893617,-0.9148936170212769,0.9719451325894858,57.317021276595746,South Chicago,1.0,10.0,41.0
100167,NingBo KaiMeiChen DianZiShangWu You CA 92571,83386,"Ningbo FanKai E-commerce Co., Ltd._1",APS Home Improvement,46,1.0,0.9347826086956522,9.021739130434783,7.456521739130435,-1.5652173913043486,0.9723952980548021,59.080434782608684,Toledo,1.0,41.0,44.0
255050,JOYIN US CORP. CA 91730,49117,JOYIN US CORP.,APS Decor,46,1.0,1.0,8.782608695652174,5.3478260869565215,-3.4347826086956523,0.9587484542334351,79.21739130434783,Chicago,1.0,1.0,1.0
216053,Homelux Designs LLC CA 90220,72859,Homelux Designs LLC,APS Home Improvement,45,0.9111111111111111,0.7777777777777778,7.977777777777778,8.0,0.022222222222222143,0.9689559228867335,63.88666666666667,Chicago,69.0,105.0,86.0
288246,"Xiamen Yakesi e-commerce.CO., LTD CA 91761 ",96089,KEY CLOISON LIMITED,APS,45,0.9555555555555556,0.8888888888888888,9.466666666666667,8.466666666666667,-1.0,0.9586986730416031,79.79111111111109,Toledo,52.0,70.0,110.0
460941,   USCOI03,251752,LUXHOME (HK) TRADING LIMITED,APS Bedroom,45,1.0,0.9777777777777777,8.71111111111111,7.2444444444444445,-1.466666666666666,0.9749191165104713,50.34444444444444,Toledo,1.0,11.0,24.0
44421,Danya B. CA,5362,Danya B.,Decor,45,0.9777777777777777,0.8222222222222222,7.822222222222222,7.555555555555555,-0.2666666666666666,0.9671424485567454,67.08888888888887,Chicago,40.0,95.0,54.0
134818,Glass Warehouse CA 92056,24123,Glass Warehouse,Plumbing,45,1.0,0.9111111111111111,8.044444444444444,7.222222222222222,-0.822222222222222,0.9646367128950554,74.03555555555556,Romeoville Ncpc,1.0,56.0,21.0
281658,Joseph Joseph CA 92835,7712,Joseph Joseph,Storage & Org - Frequency,44,0.8863636363636364,0.9772727272727273,10.181818181818182,8.227272727272727,-1.954545454545455,0.9730607275048494,55.43636363636363,Chicago,77.0,12.0,95.0
26103,Jeco Inc. CA 91761,11408,Jeco Inc.,Outdoor Furniture,44,0.6363636363636364,0.6590909090909091,8.818181818181818,8.477272727272727,-0.3409090909090917,0.9518377333939589,98.32727272727271,Chicago,106.0,119.0,111.0
116460,J.Queen CA 91710,26272,J.Queen,Soft Home,44,0.9772727272727273,0.8636363636363636,8.477272727272727,7.954545454545454,-0.5227272727272725,0.960025697345083,81.30000000000001,Chicago,41.0,83.0,83.0
116262,EFPerfect CA 91766,55886,EFPerfect,APS Home Improvement,43,1.0,0.8372093023255814,8.162790697674419,7.5813953488372094,-0.5813953488372094,0.9674304449117479,68.89767441860464,Chicago,1.0,94.0,57.0
77923,Wayfair Embellish chang LLC CA 92880,70498,Embellish chang LLC,APS Outdoor,43,0.7906976744186046,0.813953488372093,9.13953488372093,8.372093023255815,-0.7674418604651159,0.96299046813453,70.81860465116279,Romeoville Rsf,92.0,97.0,107.0
352873,"Foshan Youfanka Furniture Co., Ltd. CA 91761",322783,"Foshan Youfanka Furniture Co., Ltd.",Upholstery,43,0.9767441860465116,0.9534883720930233,9.488372093023257,8.348837209302326,-1.1395348837209305,0.9634619818358389,68.31627906976745,Romeoville Rsf,42.0,30.0,105.0
147134,Star Home Living Corp. CA 92337,33420,Star Home Living Corp.,Upholstery,43,0.9534883720930233,0.7674418604651163,11.628571428571428,10.930232558139535,-0.6983388704318934,0.9506984710679057,101.1046511627907,Chicago,53.0,109.0,125.0
66308,Abble Inc. CA 91730 (3),37693,Abble Inc.,Outdoor Furniture,42,1.0,0.8809523809523809,8.976190476190476,7.523809523809524,-1.4523809523809526,0.9708227726064235,59.00714285714285,Chicago,1.0,75.0,49.0
305641,Cozayh LLC CA 91762 ,57235,Cozayh LLC,APS,42,1.0,0.9761904761904762,9.238095238095237,7.5,-1.7380952380952372,0.9689128595783784,64.65,Columbus,1.0,13.0,47.0
251283,JourneyClassArtLLC CA 91708 ,206225,Journey ClassArt LLC,APS Outdoor,42,0.7619047619047619,0.9761904761904762,8.047619047619047,6.738095238095238,-1.3095238095238093,0.9581547152729252,88.61190476190477,Greenwood,95.0,13.0,5.0
270038,Kouboo CA 92879,20420,Kouboo,Storage & Org - Frequency,42,0.9761904761904762,0.7857142857142857,8.428571428571429,8.0,-0.4285714285714288,0.9714115068492871,59.283333333333324,Chicago,43.0,103.0,86.0
244511,Delta Enterprise CA 92570,676,Delta Enterprise,Youth Furniture & Decor,41,0.6097560975609756,0.7073170731707317,8.439024390243903,8.24390243902439,-0.19512195121951237,0.9662432982552466,66.42682926829268,Chicago,108.0,116.0,96.0
336760,Edgemod CA 92374,23758,Edgemod,Upholstery,41,1.0,0.975609756097561,8.121951219512194,6.975609756097561,-1.1463414634146334,0.9677921829709817,61.926829268292686,Chicago,1.0,15.0,13.0
62940,HONGYE TECHNOLOGY CA 92879,62080,HONGYE TECHNOLOGY LLC.,APS,41,0.9024390243902439,0.9024390243902439,9.536585365853659,8.292682926829269,-1.2439024390243905,0.9696358025556229,62.52439024390245,Greenwood,73.0,61.0,102.0
174220,Alpine Corporation CA 93065,981,Alpine Corporation,Decor,40,1.0,0.875,7.8,7.55,-0.25,0.9736056044233417,54.83,Mccook,1.0,79.0,52.0
38581,Cordelia Lighting Inc. CA 90221,3638,Cordelia Lighting Inc.,Lighting,40,0.8,0.9,8.675,8.45,-0.22500000000000142,0.9683952396630124,64.8925,Chicago,90.0,62.0,109.0
104910,Simpli Home Ltd. WA 98424,8762,Simpli Home Ltd.,Casegoods,38,1.0,0.7894736842105263,7.894736842105263,7.473684210526316,-0.4210526315789469,0.9716412984832641,61.31578947368421,Chicago,1.0,101.0,46.0
59611,Crystal Art Gallery CA 90058,3353,Crystal Art Gallery,Decor,38,0.9473684210526315,0.9473684210526315,8.342105263157896,7.526315789473684,-0.8157894736842115,0.9724777379960908,58.48684210526316,Chicago,55.0,33.0,50.0
349604,Kusnug CA 92337,69162,Kusnug,Mattress,38,0.9736842105263158,0.9473684210526315,9.394736842105264,7.421052631578948,-1.973684210526316,0.9653264816706494,70.06052631578946,Chicago,45.0,33.0,40.0
366303,HuiAnXian XiMao DianZiShangWu YouXianGongSi CA 91789,365391,QUANZHOU FENGZE OUYUANTONG MAOYI YOUXIAN GONGSI,APS Decor,38,0.7368421052631579,0.8947368421052632,9.921052631578947,8.263157894736842,-1.6578947368421044,0.9664542390391414,69.11315789473683,Chicago,98.0,64.0,98.0
23133,Gatco CA,1293,Gatco,Plumbing,38,1.0,0.6842105263157895,8.394736842105264,7.7631578947368425,-0.6315789473684212,0.9602107690688945,89.0263157894737,Chicago,1.0,118.0,69.0
280957,"CHITA (HK) IMPORT & EXPORT CO., LIMITED CA 91762 ",68916,SPRINGDIAL (HK) E-COMMERCE LIMITED,APS,37,0.8108108108108109,0.8918918918918919,8.108108108108109,6.945945945945946,-1.1621621621621632,0.9634064139684689,74.10810810810811,Chicago,88.0,67.0,10.0
127631,Shenzhen Zhichen Trading Co. LTD. CA 91761,59517,Shenzhen Zhichen Trading Co. LTD.,APS K&D,37,0.8918918918918919,0.8648648648648649,8.324324324324325,7.297297297297297,-1.0270270270270272,0.9663052949444988,62.67837837837839,North Kansas City Ncpc,74.0,82.0,26.0
111282,Costway CA 92374 [2],38830,Costway,APS Outdoor,37,0.8648648648648649,0.7837837837837838,8.162162162162161,7.243243243243243,-0.9189189189189184,0.967462833138997,67.93783783783783,West Columbus,83.0,104.0,23.0
141329,Homebeez CA 91761,31734,Homebeez (parent),Upholstery,37,0.7567567567567568,0.972972972972973,8.216216216216216,7.45945945945946,-0.7567567567567561,0.9642184455982409,67.5027027027027,Chicago,96.0,16.0,45.0
101813,"Zhejiang Xingyang Furniture Co.,Ltd. CA 92880",61200,"Zhejiang Xingyang Furniture Co.,Ltd.",APS,37,1.0,0.972972972972973,9.405405405405405,8.027027027027026,-1.378378378378379,0.9534451053696394,90.6081081081081,Romeoville Rsf,1.0,16.0,89.0
460617,FUJIAN VIITION INTERNET DEVELOPMENT CO LTD CA 92571,100332,FUJIAN VIITION INTERNET DEVELOPMENT CO LTD,APS Decor,36,1.0,1.0,9.444444444444445,7.333333333333333,-2.1111111111111116,0.9735767314171437,55.09444444444445,Greenwood,1.0,1.0,29.0
320854,Curtis International CA,40691,Curtis International,Appliances,36,0.0,0.9722222222222222,10.36111111111111,9.88888888888889,-0.47222222222222143,0.9790094456409305,45.12777777777777,Chicago,124.0,20.0,123.0
357179,"Dewenwils Network Technology Co., Ltd CA 92335",62262,"Dewenwils Network Technology Co., Ltd",APS Home Improvement,36,0.9166666666666666,0.8055555555555556,9.277777777777779,7.833333333333333,-1.4444444444444455,0.9644716113978428,75.64722222222223,West Columbus,67.0,99.0,73.0
134134,Ningbo Jiangdong Peter International CA 92571,53013,Ningbo Jiangdong Peter International Trading CoLTD,APS Outdoor,35,1.0,0.9714285714285714,10.885714285714286,7.714285714285714,-3.1714285714285717,0.9778284549589827,45.54857142857143,Chicago,1.0,21.0,66.0
357438,"Baoding Kaiman Wool Textile Manufacture Co., Ltd. CA 92346",207537,"Baoding Kaiman Wool Textile Manufacture Co., Ltd.",APS Rugs,35,1.0,0.8571428571428571,9.2,7.8,-1.3999999999999995,0.9549493200001158,93.71428571428571,Chicago,1.0,86.0,70.0
23903,Adeco Trading CA 91761,19407,Adeco Trading,Upholstery,35,0.8857142857142857,0.9428571428571428,8.314285714285715,7.571428571428571,-0.7428571428571438,0.9669498458290094,68.01142857142857,Chicago,78.0,37.0,56.0
96245,Vanten LLC CA 92880,57966,Vanten LLC,APS,35,0.9428571428571428,0.8857142857142857,9.714285714285714,8.371428571428572,-1.3428571428571416,0.9699745310944566,59.33142857142857,Northern Kentucky,56.0,72.0,106.0
130098,guangzhoushilianyingwangluokejiyouxiang CA 91706,123700,MagicAmazingInc.,APS Home Improvement,34,0.8235294117647058,0.9411764705882353,8.441176470588236,7.647058823529412,-0.7941176470588234,0.9734818980438124,52.60588235294117,Romeoville Rsf,87.0,38.0,63.0
36805,Martin Svensson Home CA 90058,14363,"Martin Svensson Home, LLC",Casegoods,34,1.0,0.9117647058823529,8.382352941176471,7.823529411764706,-0.5588235294117654,0.9644664455359719,71.52352941176471,Chicago,1.0,55.0,72.0
146557,A298 CA01,69162,Kusnug,Mattress,34,0.47058823529411764,0.7647058823529411,7.9411764705882355,7.911764705882353,-0.02941176470588225,0.9618140694434157,79.67941176470586,Romeoville Rsf,112.0,110.0,81.0
50419,Permasteel CA,20867,Permasteel,Fireplaces & Grills,33,0.696969696969697,0.8484848484848485,8.393939393939394,7.818181818181818,-0.5757575757575761,0.971930457048672,58.2939393939394,Chicago,102.0,87.0,71.0
405364,Eglinton Decor Inc CA 91761,95192,Eglinton Decor Inc,APS Outdoor,33,1.0,1.0,9.545454545454545,7.636363636363637,-1.9090909090909083,0.9615594677731047,80.12121212121211,Chicago,1.0,1.0,60.0
321452,NingBo KaiMeiChen DianZiShangWu YouXianGongSi CA 91761,83386,"Ningbo FanKai E-commerce Co., Ltd._1",APS Home Improvement,33,0.9393939393939394,0.9090909090909091,7.666666666666667,6.96969696969697,-0.6969696969696972,0.977498108886629,44.06666666666666,Toledo,60.0,57.0,12.0
248293,Phantoscope CA,40013,Phantoscope,APS,33,1.0,0.8787878787878788,8.666666666666666,7.878787878787879,-0.7878787878787872,0.9609536986178971,82.07878787878788,Toledo,1.0,77.0,79.0
