candidate_bucket,supplier_id,su_name,own_state,city_name,postal_code,address_1,assigned_induction_hub_name,assigned_station_state,actual_induction_hub_name,actual_induction_hub_state,destination_state,destination_zipcode,distance_assignedhub_customer,distance_actualhub_customer,distance_assignedhub_actualhub,direct_gain,inducted_on_time_or_early,delivery_rel,purchase_order_number,tracking_number,ops,promised_delivery_end_range_date_at_order
direct,22696,Surya GA 30184 (1 Surya Dr),GA,White,30184,1 Surya Drive,MARIETTA LOCAL,GA,Phoenix,AZ,AZ,86004,1697.6,169.3,1868.8,0.9002709707822809,1,1,658146754,872220017872,11381770476,2026-08-10
direct,22696,Surya GA 30184 (1 Surya Dr),GA,White,30184,1 Surya Drive,MARIETTA LOCAL,GA,Northern Kentucky,KY,IL,60441,701.8,320.3,438.8,0.543602165859219,0,1,672030072,875292960327,80181171850,2026-08-07
direct,22696,Surya GA 30184 (1 Surya Dr),GA,White,30184,1 Surya Drive,SAVANNAH,GA,Chattanooga,TN,OH,45415,721.4,415.0,361.0,0.4247296922650402,1,1,671455217,875202605198,80174511170,2026-08-05
direct,22696,Surya GA 30184 (1 Surya Dr),GA,White,30184,1 Surya Drive,HAGERSTOWN,MD,Marietta,GA,GA,30064,650.5,11.6,658.0,0.9821675634127593,1,1,671945271,875274676395,80180296250,2026-08-05
direct,22696,Surya GA 30184 (1 Surya Dr),GA,White,30184,1 Surya Drive,MARIETTA LOCAL,GA,North Portland Rsf,OR,WA,98104,2640.6,170.3,2575.9,0.9355070817238506,1,1,649711409,872627733461,11327195766,2026-08-03
direct,34657,Unique Loom SC29707,SC,Fort Mill,29707,793 Fort Mill Highway,FRESNO,CA,Fort Mill,SC,IL,60646,2138.6,795.8,2543.5,0.6278874029739082,1,1,671296850,382924018220,80173624030,2026-08-06
direct,34657,Unique Loom SC29707,SC,Fort Mill,29707,793 Fort Mill Highway,FRESNO,CA,Fort Mill,SC,IL,60646,2138.6,795.8,2543.5,0.6278874029739082,1,1,671296850,382924018220,80173624040,2026-08-06
direct,34657,Unique Loom SC29707,SC,Fort Mill,29707,793 Fort Mill Highway,ROMEOVILLE NCPC,IL,Fort Mill,SC,FL,34243,1237.2,607.9,793.5,0.508648561267378,1,1,670139446,382824844009,80161718580,2026-07-30
direct,34657,Unique Loom SC29707,SC,Fort Mill,29707,793 Fort Mill Highway,FORT MILL,SC,Greenwood,IN,IL,60462,780.5,194.1,582.0,0.751313260730301,1,1,658663969,381650819849,12224840679,2026-07-16
direct,34657,Unique Loom SC29707,SC,Fort Mill,29707,793 Fort Mill Highway,FORT MILL,SC,Mesquite,TX,OK,73071,1097.2,202.9,1028.8,0.8150747356908494,1,1,660132301,381799233872,12244324609,2026-07-16
direct,35069,JLA Home GA 31407 - SV2,GA,Port Wentworth,31407,550 Northport Pkwy,SAVANNAH,GA,West Columbus,OH,IL,60108,980.8,328.7,702.2,0.6648654159869494,1,1,672249659,875400899330,80183527540,2026-08-09
direct,35069,JLA Home GA 31407 - SV2,GA,Port Wentworth,31407,550 Northport Pkwy,SAVANNAH,GA,West Columbus,OH,IL,60108,980.8,328.7,702.2,0.6648654159869494,1,1,672249659,875400899330,80183527550,2026-08-09
direct,35069,JLA Home GA 31407 - SV2,GA,Port Wentworth,31407,550 Northport Pkwy,HAGERSTOWN,MD,Savannah,GA,FL,32935,939.5,303.4,636.7,0.6770622671633848,1,1,671637535,875221338554,80176533680,2026-08-05
direct,35069,JLA Home GA 31407 - SV2,GA,Port Wentworth,31407,550 Northport Pkwy,HAGERSTOWN,MD,Savannah,GA,GA,31024,653.2,178.2,636.7,0.7271892222902634,1,1,671870908,875285860837,80178566100,2026-08-05
direct,35069,JLA Home GA 31407 - SV2,GA,Port Wentworth,31407,550 Northport Pkwy,SAVANNAH,GA,Woodbridge,NJ,NY,11730,866.7,81.1,781.9,0.9064266758970808,1,1,671237477,875139045167,80173016810,2026-08-03
direct,36423,NFusion GA 31407,GA,Savannah,31407,425 Jimmy Deloach Parkway,INDUSTRY,CA,Ocala,FL,KY,41094,2139.3,801.8,2398.5,0.6252045061468705,0,1,671972562,875282468757,80180589160,2026-08-10
direct,36423,NFusion GA 31407,GA,Savannah,31407,425 Jimmy Deloach Parkway,ARCADIA,CA,Richmond Hill Ncpc,GA,FL,33140,2718.4,470.4,2403.2,0.8269570335491465,1,1,672241126,875397563363,80183438300,2026-08-09
direct,36423,NFusion GA 31407,GA,Savannah,31407,425 Jimmy Deloach Parkway,CHINO LOCAL,CA,Richmond Hill Ncpc,GA,VA,23223,2587.4,483.1,2389.7,0.8132874700471516,0,0,672251430,875397603441,80183545970,2026-08-09
direct,36423,NFusion GA 31407,GA,Savannah,31407,425 Jimmy Deloach Parkway,CHINO LOCAL,CA,Richmond Hill Ncpc,GA,MI,49690,2290.4,1106.8,2389.7,0.5167656304575621,1,0,671616375,875217119664,80176930310,2026-08-06
direct,36423,NFusion GA 31407,GA,Savannah,31407,425 Jimmy Deloach Parkway,CHINO LOCAL,CA,Richmond Hill Ncpc,GA,FL,33180,2684.9,458.7,2389.7,0.8291556482550562,1,1,670951746,875080348240,80170070210,2026-08-05
direct,44034,Wexford Home IL,IL,WILLOWBROOK ,60527 ,7409 S QUNICY,SOUTH RIALTO - NCPC,CA,Mccook,IL,MI,48439,2235.1,289.6,1957.9,0.8704308532056731,1,0,670980954,531306534137,80170372980,2026-08-04
direct,44034,Wexford Home IL,IL,WILLOWBROOK ,60527 ,7409 S QUNICY,BEDFORD PARK,IL,Hagerstown,MD,MD,20736,735.4,101.4,636.8,0.8621158553168344,1,1,669899051,531302295282,80159234460,2026-08-03
direct,44034,Wexford Home IL,IL,WILLOWBROOK ,60527 ,7409 S QUNICY,BEDFORD PARK,IL,Hagerstown,MD,MD,20736,735.4,101.4,636.8,0.8621158553168344,1,1,669899051,531302295282,80159234470,2026-08-03
direct,44034,Wexford Home IL,IL,WILLOWBROOK ,60527 ,7409 S QUNICY,SOUTH RIALTO - NCPC,CA,Mccook,IL,VA,22301,2623.6,714.9,1957.9,0.7275118158255831,0,0,670513714,531305430691,80165566210,2026-08-03
direct,44034,Wexford Home IL,IL,WILLOWBROOK ,60527 ,7409 S QUNICY,OLIVE BRANCH,MS,Mccook,IL,MI,48307,767.9,312.4,550.8,0.5931761948170334,1,0,670483382,531303710515,80165256160,2026-08-01
direct,59119,Safavieh CA 92518,CA,Riverside,92518,20800 Krameria Aveune,SAVANNAH,GA,Rialto,CA,ID,83644,2453.6,815.4,2380.1,0.6676719921747636,1,1,672422866,875436124528,80185372650,2026-08-08
direct,59119,Safavieh CA 92518,CA,Riverside,92518,20800 Krameria Aveune,SAVANNAH,GA,Rialto,CA,CA,92081,2411.4,76.4,2380.1,0.968317160155926,1,1,671363183,875205874858,80174333760,2026-08-07
direct,59119,Safavieh CA 92518,CA,Riverside,92518,20800 Krameria Aveune,BAYTOWN,TX,Rialto,CA,WA,99362,2215.5,1021.9,1521.5,0.5387497178966373,1,1,668712291,874579707873,11447938686,2026-07-22
direct,59119,Safavieh CA 92518,CA,Riverside,92518,20800 Krameria Aveune,BAYTOWN,TX,Rialto,CA,OR,97444,2355.6,836.6,1521.5,0.6448463236542707,1,1,668683711,874578706377,11448764046,2026-07-22
direct,59119,Safavieh CA 92518,CA,Riverside,92518,20800 Krameria Aveune,BAYTOWN,TX,Rialto,CA,OR,97444,2355.6,836.6,1521.5,0.6448463236542707,1,1,668683711,874578706377,11448764666,2026-07-22
direct,59806,DesignArt Inc. NY,NY,Champlain,12919,156 Lawrence Paquette Dr,SOUTH RIALTO - NCPC,CA,Plattsburgh,NY,WI,54476,2060.6,1178.8,2812.7,0.4279336115694458,1,1,669920501,382875985745,80159442670,2026-07-31
direct,59806,DesignArt Inc. NY,NY,Champlain,12919,156 Lawrence Paquette Dr,SOUTH RIALTO - NCPC,CA,Plattsburgh,NY,IN,46808,2108.8,732.1,2812.7,0.6528357359635812,1,1,668377184,382701644227,12347741249,2026-07-23
direct,59806,DesignArt Inc. NY,NY,Champlain,12919,156 Lawrence Paquette Dr,ROMEOVILLE NCPC,IL,Plattsburgh,NY,PA,19121,776.8,388.5,911.6,0.4998712667353244,1,0,667800829,382620770403,80145628880,2026-07-16
direct,59806,DesignArt Inc. NY,NY,Champlain,12919,156 Lawrence Paquette Dr,SAVANNAH,GA,Plattsburgh,NY,NY,11795,860.7,348.8,1104.2,0.5947484605553619,1,0,665442370,382409319882,12381198201,2026-07-03
direct,59806,DesignArt Inc. NY,NY,Champlain,12919,156 Lawrence Paquette Dr,SAVANNAH,GA,Plattsburgh,NY,PA,19015,703.0,404.4,1104.2,0.4247510668563301,1,0,663870269,382252510120,12377678335,2026-06-25
direct,155962,Compamia FL 33147,FL,Miami,33147,7000 N W 32 AVE,MEDLEY,FL,West Dallas Ncpc,TX,TX,78702,1336.4,194.8,1305.7,0.8542352589045197,1,1,659244205,872846271390,12232930629,2026-07-18
direct,155962,Compamia FL 33147,FL,Miami,33147,7000 N W 32 AVE,MEDLEY,FL,Olive Branch,MS,LA,71106,1117.2,375.9,949.6,0.6635338345864662,1,1,658200537,872846431440,12220957969,2026-07-12
direct,155962,Compamia FL 33147,FL,Miami,33147,7000 N W 32 AVE,MEDLEY,FL,Murfreesboro,TN,TN,37203,904.9,34.7,873.4,0.9616532213504254,1,1,655150478,872713293389,12181658602,2026-07-01
direct,155962,Compamia FL 33147,FL,Miami,33147,7000 N W 32 AVE,MEDLEY,FL,Stockton Rsf,CA,CA,95223,3093.1,79.2,3053.8,0.9743946202838577,1,1,661260447,872862693932,11401504876,2026-06-18
direct,155962,Compamia FL 33147,FL,Miami,33147,7000 N W 32 AVE,MEDLEY,FL,Stockton Rsf,CA,CA,95223,3093.1,79.2,3053.8,0.9743946202838577,1,1,661260447,872862694490,11402830506,2026-06-18
direct,211658,WPLA4,CA,Fontana,92337,13083 Slover Ave,BAYTOWN,TX,West Rialto,CA,AZ,85379,1232.9,310.0,1521.5,0.7485603049720172,1,1,667188005,531284163307,11438635726,2026-07-16
direct,211658,WPLA4,CA,Fontana,92337,13083 Slover Ave,SAVANNAH,GA,Arcadia,CA,CA,90032,2419.9,19.4,2402.9,0.9919831397991652,0,1,666568972,531281270530,11434837726,2026-07-10
direct,211658,WPLA4,CA,Fontana,92337,13083 Slover Ave,WEST RIALTO,CA,Romeoville Rsf,IL,IL,60154,1958.9,21.3,1955.5,0.9891265506151412,1,1,661576407,526530432393,12338547062,2026-06-18
direct,211658,WPLA4,CA,Fontana,92337,13083 Slover Ave,WEST RIALTO,CA,New Brighton Ncpc,MN,MN,55376,1911.0,27.6,1896.6,0.9855572998430142,1,1,661416553,526529628760,12201862843,2026-06-17
direct,211658,WPLA4,CA,Fontana,92337,13083 Slover Ave,WEST RIALTO,CA,Williamsburg Ncpc,FL,FL,34787,2441.6,17.2,2454.4,0.9929554390563565,1,1,661432346,526529688550,12316488271,2026-06-17
direct,237104,Devion Furniture,CA,Ontario,91761,4422 E Airport Drive,CHINO LOCAL,CA,Toledo,OH,MI,48092,2261.6,83.4,2208.7,0.9631234524230633,1,1,661400363,526529622096,12202995773,2026-06-18
direct,237104,Devion Furniture,CA,Ontario,91761,4422 E Airport Drive,CHINO LOCAL,CA,Toledo,OH,MI,48092,2261.6,83.4,2208.7,0.9631234524230633,1,1,661400363,526529622100,12202995793,2026-06-18
direct,237104,Devion Furniture,CA,Ontario,91761,4422 E Airport Drive,CHINO LOCAL,CA,Toledo,OH,MI,48092,2261.6,83.4,2208.7,0.9631234524230633,1,1,661400363,526529622100,12202995803,2026-06-18
direct,237104,Devion Furniture,CA,Ontario,91761,4422 E Airport Drive,CHINO LOCAL,CA,Toledo,OH,MI,48314,2268.6,91.6,2208.7,0.9596226747773958,1,1,661175471,526528830370,12259229519,2026-06-18
direct,237104,Devion Furniture,CA,Ontario,91761,4422 E Airport Drive,CHINO LOCAL,CA,Toledo,OH,MI,48314,2268.6,91.6,2208.7,0.9596226747773958,1,1,661175471,526528830370,12259229529,2026-06-18
direct,253370,Edecor Center Inc._1 NJ 08110,NJ,Pennsauken,08110,1050 Thomas Busch Memorial Highway,CAMDEN,NJ,Chino Hills Ncpc,CA,CA,94602,2880.4,411.9,2700.5,0.8569990279127898,1,1,669645195,531295327529,11454115776,2026-07-30
direct,253370,Edecor Center Inc._1 NJ 08110,NJ,Pennsauken,08110,1050 Thomas Busch Memorial Highway,CAMDEN,NJ,Chino Hills Ncpc,CA,CA,94602,2880.4,411.9,2700.5,0.8569990279127898,1,1,669645195,531295327529,11454137376,2026-07-30
direct,253370,Edecor Center Inc._1 NJ 08110,NJ,Pennsauken,08110,1050 Thomas Busch Memorial Highway,CAMDEN,NJ,Chino Hills Ncpc,CA,UT,84004,2178.2,632.2,2700.5,0.7097603525847029,1,1,669641457,531295284544,11456329826,2026-07-29
direct,253370,Edecor Center Inc._1 NJ 08110,NJ,Pennsauken,08110,1050 Thomas Busch Memorial Highway,CAMDEN,NJ,Chino Hills Ncpc,CA,ID,83402,2227.9,867.8,2700.5,0.610485210287715,1,1,669660167,531295455863,80156726100,2026-07-29
direct,253370,Edecor Center Inc._1 NJ 08110,NJ,Pennsauken,08110,1050 Thomas Busch Memorial Highway,CAMDEN,NJ,Chino Hills Ncpc,CA,OR,97045,2883.2,996.0,2700.5,0.654550499445061,0,0,669556106,531294707500,80155661010,2026-07-28
direct,291275, 美南SAV自营仓,GA,Savannah,31407,150 Knowlton Way Savannah,PRINCETON,NJ,Richmond Hill Ncpc,GA,AL,36116,997.3,333.2,784.8,0.6658979243958688,1,0,672306406,531307896048,80184151620,2026-08-10
direct,291275, 美南SAV自营仓,GA,Savannah,31407,150 Knowlton Way Savannah,OLIVE BRANCH LOCAL,MS,Richmond Hill Ncpc,GA,NC,28673,612.8,298.7,609.3,0.512565274151436,1,1,672393613,531308670370,80185062500,2026-08-10
direct,291275, 美南SAV自营仓,GA,Savannah,31407,150 Knowlton Way Savannah,OLIVE BRANCH LOCAL,MS,Richmond Hill Ncpc,GA,NC,28673,612.8,298.7,609.3,0.512565274151436,1,1,672393613,531308670380,80185062510,2026-08-10
direct,291275, 美南SAV自营仓,GA,Savannah,31407,150 Knowlton Way Savannah,OLIVE BRANCH LOCAL,MS,Richmond Hill Ncpc,GA,FL,32835,732.3,265.8,609.3,0.637034002458009,1,1,672430032,531308673324,80185452510,2026-08-10
direct,291275, 美南SAV自营仓,GA,Savannah,31407,150 Knowlton Way Savannah,PRINCETON,NJ,West Savannah  Ncpc,GA,NC,28461,592.9,263.0,770.2,0.5564176083656603,1,0,672434467,531308673493,80185499690,2026-08-10
direct,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,ROMEOVILLE NCPC,IL,Princeton,NJ,VA,23321,901.4,332.1,810.3,0.6315731084978922,1,0,672581083,531308955367,80187051310,2026-08-10
direct,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,SOUTH RIALTO - NCPC,CA,East Brunswick,NJ,OH,44028,2282.7,474.0,2727.3,0.7923511630963332,1,1,669918512,531296358579,80159265790,2026-07-31
direct,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,SAVANNAH,GA,East Brunswick,NJ,PA,19078,706.7,78.6,783.6,0.8887788311872081,1,1,670796298,531300742967,12474725735,2026-07-30
direct,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,SAVANNAH,GA,East Brunswick,NJ,PA,15239,749.2,350.7,783.6,0.5319006940736787,1,0,670768555,531300588698,80165512400,2026-07-29
